machineID,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,rul
1,173.4427585,440.1966483,102.5934075,40.74924364,14.68367128,60.66671514,12.23082503,5.525008677,170.7730811,440.6394298,100.7495414,40.18009878,3.022721808,5.919652909,2.067628668,0.820888759,18
1,170.9424004,446.9497892,97.64162874,41.09802525,13.71539003,59.1661027,8.725005545,3.926869344,171.1942941,443.9211523,100.5768273,40.53295482,2.825684488,2.457975788,2.322350759,0.741480083,17
1,171.0092539,462.4797455,100.779405,40.40930656,12.52906615,42.19092162,9.849796566,5.272289832,170.8034518,447.4793344,100.986654,40.6942219,2.649455397,8.727762093,2.083550496,0.552167284,16
1,171.8456312,435.977665,101.6858872,38.91359642,16.64614412,66.61038532,11.70571812,5.262158165,170.7341241,446.0007838,100.7498276,40.49384754,2.608243964,10.11397511,1.872575744,0.946437425,15
1,168.1738993,438.4584404,102.797798,39.77465242,16.25417274,40.90399952,8.40612726,6.058462034,171.0827887,444.8124577,101.0996253,40.18896486,1.912991098,10.68215847,2.09279479,0.864157544,14
1,174.4443575,443.8011097,102.6308307,37.57837376,9.630489805,60.35764638,9.066895821,5.112592759,171.2831085,445.5333499,101.1071099,39.55479088,2.245450225,10.41096464,2.099528798,1.367247549,13
1,172.883366,446.4948093,102.393896,39.50766969,13.94172193,47.3082312,7.701161258,5.383341246,171.6713016,445.442354,102.0575634,39.23671977,2.337705044,10.39746894,0.83089324,1.071478577,12
1,171.4913751,446.9241381,97.06745481,40.42325295,15.80497811,43.15053116,8.582057663,3.643026603,171.7677258,442.3312325,101.3151733,39.23950905,2.313387005,4.897883021,2.412121174,1.075305498,11
1,169.9105067,460.5808112,98.73311946,39.17434825,16.87512955,49.3914414,12.35025854,4.714362418,171.3807009,447.2518617,100.7246198,39.29165941,2.454653235,8.178835104,2.648543009,1.061785788,10
1,170.2468235,456.9441414,100.3956086,40.33036595,13.3746553,44.93139065,12.04221506,5.113431594,171.7952858,450.949002,100.2441819,39.40280212,1.88706046,7.345835067,2.383023173,1.150371869,9
1,168.7581538,460.8877546,99.53002421,39.68988177,11.31260188,63.72730879,11.69842069,5.666664951,170.658045,454.3663309,99.62402061,39.82510372,1.579873094,7.161370751,1.975229508,0.537495216,8
1,168.7518711,437.9231526,100.5126388,41.44509924,13.73879137,40.43136113,9.392528781,4.805964951,169.831746,452.6519996,99.24776918,40.21258963,1.145817556,9.985783982,1.415603543,0.855642871,7
1,170.9921589,473.3736231,101.3538292,40.44945352,12.89716135,48.51419448,11.16164112,3.65156238,169.7319028,457.9418966,100.1050441,40.21782975,0.973901604,12.80161864,1.002852243,0.857334105,6
1,172.7916708,446.3219459,99.91612862,40.50048925,16.79112587,50.97539072,10.81757097,5.877892229,170.3081356,455.0901235,100.3416459,40.48305795,1.692926228,13.62829863,0.688560143,0.628370879,5
1,167.6833422,444.2491681,96.35454455,40.08462299,15.74270134,51.05515583,10.3109079,4.139221965,169.7954394,452.5511288,99.53343308,40.43390936,2.063703635,14.35947907,1.90555016,0.652448752,4
1,167.8852958,448.2675153,98.68682363,40.04583209,13.75487395,51.09522257,7.294801577,6.603457547,169.6208678,450.027081,99.36479296,40.50509942,2.205436555,13.61776859,1.94287314,0.564456441,3
1,183.9718739,457.1441101,102.8098613,41.01632604,17.59051564,49.91719017,8.304162583,3.878614932,172.6648683,453.8712725,99.82423746,40.41934478,6.676869138,11.95860008,2.479643318,0.392246096,2
1,188.8601608,439.1189541,99.30271501,39.3634316,16.05879076,46.46135202,10.46653234,5.692549629,176.2384687,447.0203387,99.41401463,40.20214039,9.669006782,6.607670051,2.328381676,0.611061655,1
1,172.8499334,456.5593622,101.4474918,39.39317284,14.56931132,60.67162027,9.217362931,5.014377967,176.2501212,449.0678219,99.72028727,39.98067711,9.663848161,7.813281847,2.50496214,0.673381748,0
1,165.0574377,440.9700433,102.0599561,41.03359753,16.06382405,41.3757974,12.9158881,6.330167446,175.7249403,448.411997,100.8613696,40.17047202,10.29644637,8.431986045,1.784294209,0.826362215,44
1,166.0182681,446.3205863,99.31764602,40.91129492,13.06134717,49.96583466,10.38384061,5.620268847,175.3515348,448.0226112,100.9875341,40.34356459,10.67859462,8.485113018,1.605433606,0.882464775,43
1,170.3500178,480.7506281,96.80294711,39.3465531,15.63706965,49.13750932,10.25969327,5.953070257,172.6271636,452.7439148,99.78615121,40.00961,9.614097277,17.06206598,2.078638723,0.880166449,42
1,170.1653185,439.5832673,103.3587144,39.24064486,19.96635849,46.75030651,8.988281597,5.861311073,168.8881951,452.8367774,100.5973511,39.98505265,3.254785843,16.97038858,2.574986739,0.904090351,41
1,176.1429495,464.0221712,99.56659178,40.19363643,13.79661618,42.74444828,9.007663159,4.701207523,169.5467983,454.3293392,100.2211711,40.14514537,4.391520919,17.69246341,2.557068407,0.841806769,40
1,173.3058951,449.0483113,101.0306624,40.48211276,13.07400027,47.8586946,11.99900075,5.845671209,171.1964898,455.9449928,100.0153123,40.03484841,3.791795869,16.49590732,2.409183055,0.724211163,39
1,167.1863038,453.1301574,99.51323291,41.77525916,14.69873355,47.58548928,9.620179237,5.120418213,171.430097,457.3069071,100.0544297,40.20764126,3.409751225,15.76768752,2.396578111,1.0258547,38
1,171.6856541,444.5958947,100.9435008,39.6334391,17.83037479,57.78144884,8.40658196,4.87345429,171.6972242,450.0759604,100.8825405,40.26501846,3.355874229,9.287205014,1.562355422,0.972276458,37
1,173.8495642,444.9577125,98.39614809,40.53805685,13.74824012,47.54208956,10.07209189,3.537308117,172.4340733,451.1508494,99.89002719,40.52450086,3.33986026,7.989549859,1.105567094,0.785786097,36
1,173.611274,468.0920784,96.11700356,39.55758939,17.70904932,57.27333166,11.9946092,5.232861849,171.9277382,451.9648309,99.20010955,40.39729145,2.782392341,9.661173756,2.039624933,0.896433838,35
1,172.5172519,443.1698934,100.0101426,39.79487497,13.04639124,59.04452351,11.32346209,5.491534705,171.7700096,450.7891473,98.9960056,40.25984389,2.70604171,10.43176391,1.853187618,0.932151585,34
1,167.839557,467.2675717,102.7563854,40.71422696,15.24750617,45.93186778,10.95410138,6.134474204,171.9006602,453.6166301,99.6446361,40.04763745,2.43122389,12.85857339,2.525200083,0.538620693,33
1,170.4760758,435.7819521,100.9799734,39.29262735,14.47953498,55.2969602,9.229717575,6.907861729,171.6587446,451.8538416,99.65193062,39.9794751,2.516644368,14.85375874,2.529938338,0.619616506,32
1,168.9156319,442.9089625,99.21399054,39.46106278,15.39108323,54.95285452,7.511603132,4.615559188,170.6719581,451.4440916,99.81549911,39.76407629,2.407812005,15.11746825,2.453741046,0.561349488,31
1,166.4885057,463.1309319,100.1471535,39.94782972,14.9299249,45.65647269,11.0932842,6.092153766,169.2474044,450.4518623,100.6215291,39.84212436,2.340147717,13.8623191,1.347783742,0.552522392,30
1,171.7561187,443.9544489,97.26699722,39.21098447,18.22085683,41.6717564,10.33392967,4.43675987,169.0951778,450.6087734,100.0729,39.72534626,2.085128642,13.7633732,2.039620397,0.62230286,29
1,171.6170827,436.7365116,101.6782913,40.21701784,15.53836787,42.97876208,11.34458985,5.457687173,169.850683,444.5025614,99.85728119,39.62590443,2.197756017,11.02516132,1.716386858,0.436879819,28
1,168.6611892,445.0903209,101.5113356,39.47450835,15.8138665,53.72972844,8.431145156,6.001075985,169.4877056,446.3642352,99.96355363,39.66228063,2.218419627,9.914434143,1.816791425,0.408866398,27
1,175.5601768,447.8051936,99.98946915,41.31343714,16.46290199,31.20625703,10.34017456,5.442916957,170.8166146,447.3434814,100.1186493,40.0327555,3.442498551,9.727883295,1.769285004,0.816740161,26
1,168.0235925,466.6413213,99.85044848,39.62015197,21.13112621,55.28945286,8.641722687,4.75227975,171.123632,448.0455593,100.0593083,39.96721995,3.000013847,11.17167532,1.773061628,0.838124798,25
1,169.8223028,455.9292131,99.1612816,39.69754022,16.9310386,54.45342497,10.62016086,3.752005152,170.7368688,450.4405121,100.4381652,40.0645311,3.022657012,11.35738897,1.103038771,0.752213477,24
1,170.3370469,461.01149,101.2694124,39.63404675,13.3344929,46.84227586,9.008695909,4.596599824,170.4808617,455.2955078,100.3563894,39.94793689,2.983421041,8.972905971,0.998298668,0.767690365,23
1,171.2512319,443.0286507,103.1421269,39.60504957,13.29606035,37.60150617,9.706525552,5.445974991,170.9988702,454.8831738,100.6825477,39.97404513,2.808193477,9.585562208,1.571697944,0.749570362,22
1,173.6376331,441.9732026,100.8639902,40.16240498,15.55210635,46.04299097,8.466019938,5.763097917,170.6143615,453.7167756,100.8574519,39.7438387,2.059254667,10.92358847,1.523199248,0.236620148,21
1,169.3524305,449.5724205,99.45851264,40.78470734,17.49654838,55.26014235,9.252994335,6.101627552,170.880129,450.3029954,100.7790648,39.97674977,1.694796684,8.203070491,1.596307945,0.505180082,20
1,172.7562828,452.0794068,98.65988174,39.70622354,16.45382827,27.75628334,10.69759499,5.926147286,171.466925,449.5330341,100.6787848,39.97848643,1.744179749,7.708738086,1.733221723,0.503993813,19
1,171.0688829,439.2843955,100.0640364,40.14829648,15.21384345,52.73036658,6.910867556,5.174861455,171.6132922,445.1876152,100.4377096,40.08133638,1.65403659,5.398261013,1.714257753,0.467264713,18
1,169.6977818,472.9192357,101.2933607,40.63932805,15.59294882,51.67783332,9.32863062,5.636962501,171.3026022,451.1657322,100.0679563,40.28819208,1.870748467,13.25006718,1.059409847,0.431249473,17
1,174.0491527,461.0419218,97.57792375,39.13376034,12.29833426,47.69013017,10.68356367,5.026446199,171.3849062,454.9794761,99.41074305,40.08246315,2.003503191,12.67448648,1.40502159,0.67992145,16
1,171.6664852,432.0759599,100.034896,40.78545084,15.16262307,45.27597156,11.93114133,5.777099294,171.8477171,451.4801839,99.52601972,40.08261185,1.653289139,16.40640123,1.43328156,0.680113483,15
1,168.6491846,441.5771484,102.0162872,38.95393213,17.71802517,54.73445181,7.468641487,3.317688158,171.0262975,449.3797323,100.1973008,39.93215357,2.059425131,16.97300477,1.689328991,0.846947263,14
1,174.0210238,452.2269093,99.93392276,39.40703845,13.88678846,38.37973451,7.091546124,5.932064708,171.6167256,451.968235,100.1712781,39.78390196,2.459088902,16.00797007,1.692893414,0.864351505,13
1,169.6340376,465.8526505,98.21464289,40.95689022,14.08323638,40.91371753,10.03766255,5.203702071,171.6039768,450.554918,99.55553453,39.8474144,2.471657682,13.86421347,1.741924486,0.950314766,12
1,186.5042409,465.2710679,99.29197081,40.12473421,22.10423353,47.81806551,9.674140561,5.660491967,174.0949944,451.4007472,99.89834394,40.04560917,7.236185261,14.76377614,1.38817629,0.863653712,11
1,188.966354,460.9142696,99.39904161,41.38751836,11.23025172,48.43899767,10.78395766,4.456230515,177.5549682,457.1684091,99.77117306,40.16602268,9.550550963,10.27869676,1.401599784,1.020349017,10
1,168.3608114,457.3883673,100.7932344,40.89166646,17.17745293,66.3070163,11.36217071,4.834377826,177.4972935,460.3306529,99.5265625,40.55356954,9.618406824,5.691407342,0.943772754,0.785951814,9
1,169.1322457,466.1902427,98.47420289,40.83264171,13.93671482,51.72185123,9.283945339,6.014553985,176.5195379,463.1233196,99.23461853,40.83869019,10.28548179,3.848300513,1.009726445,0.454906535,8
1,169.6344488,449.0250931,118.0251248,39.46486055,12.00094529,52.5613308,13.63718547,4.85347491,176.5196202,459.7578081,103.1967149,40.54028426,10.28541297,6.9626696,8.331115298,0.750993668,7
1,170.4680351,447.4042116,125.0265219,38.37469452,13.59894127,55.13001991,7.640251316,4.9533442,173.312379,456.1844369,108.3436251,40.19027632,8.784303198,7.941748462,12.31330531,1.241021279,6
1,166.8901962,467.8146485,106.2664852,38.32872883,15.57345246,43.02207231,17.44538089,4.785360439,168.8971475,457.5645127,109.7171139,39.57851841,1.358499339,9.429381398,11.41650702,1.257106512,5
1,173.6704385,455.3067781,98.15460874,40.23862565,14.54284641,34.96364175,7.8251894,4.537617985,169.9590729,457.1481948,109.1893887,39.44791025,2.461722204,9.484891536,11.97925249,1.112132909,4
1,171.2492387,457.4135199,100.1608892,38.88638175,17.25179241,54.29664033,8.934129137,6.356601138,170.3824715,455.3928502,109.526726,39.05865826,2.46601185,8.104909988,11.62045153,0.804301858,3
1,170.1661321,386.7870345,100.1126009,38.86105943,13.09317779,54.21174721,7.867608645,3.718123071,170.4888081,442.9452385,105.9442212,38.93789803,2.436985084,32.22674625,11.09471542,0.772776772,2
1,172.7543883,372.4172718,102.7226846,39.96045755,14.7972559,63.96426762,10.52541011,4.478398725,170.9460788,427.9478506,101.4834537,39.25505064,2.638300822,44.67649301,3.127407344,0.808430059,1
1,167.1782115,411.5085367,101.4857532,41.61511031,14.54801633,61.0051578,9.356776707,4.983600919,171.0036818,416.6866282,100.5273073,39.91232694,2.528466678,38.82901597,1.708379505,1.136440223,0
1,169.3717187,454.0032632,98.5739963,39.68227199,17.87007316,44.88540538,8.739135504,3.718635916,170.1439379,416.4259252,100.6111848,39.80105621,2.087372089,38.50793868,1.567226081,1.123669666,59
1,172.1866626,452.5010874,100.2069859,38.5417062,14.99026409,54.24200809,9.457315171,4.956498469,170.3314226,415.4434387,100.6204042,39.7321211,2.247430234,37.24262805,1.564047311,1.201676632,58
1,170.8044899,443.4583608,97.14607154,39.20244018,16.60958872,48.234141,10.36755372,3.894032218,170.4590942,426.777704,100.0270983,39.80039725,2.253815773,34.89044242,2.226995722,1.148326193,57
1,172.4335878,437.0389938,96.36763795,41.19697679,13.27750034,47.16705122,11.09880299,5.265235797,170.3949341,439.7020484,98.75608899,40.0477011,2.175339618,17.2076726,2.114602857,1.312786287,56
1,168.5495994,454.3356324,101.1135611,39.66626804,15.87249833,48.4674388,9.704560172,5.009667866,170.6692117,448.2674675,98.68165057,39.65793264,1.703688999,7.694992563,1.997816532,0.97759317,55
1,169.2822897,467.5013766,99.3793734,38.18941248,16.2792475,52.1306311,8.876023645,4.159211822,170.6513259,450.9670902,98.84272599,39.35936074,1.7210963,11.5915458,2.019318254,1.176115087,54
1,172.678582,441.6920711,98.093188,39.89130649,13.61525994,57.99641796,11.24540563,3.315768065,170.7497098,448.8052869,98.4199664,39.6292808,1.840706496,12.22458181,1.87866698,1.09351611,53
1,166.3355625,430.6297161,100.0994088,39.52243491,11.75668234,48.00994813,10.10352684,4.459101093,169.8559243,446.239558,99.01063386,39.69327974,2.694449602,14.71910777,1.841930853,1.071430556,52
1,170.9023094,452.1176917,98.264602,38.3645673,16.40460966,40.2405997,11.71240225,4.996928235,169.5496686,449.2552975,99.39002667,39.12679784,2.399054216,13.88377816,1.267110761,0.789258666,51
1,174.1415071,460.1641564,101.9700145,41.20822404,11.98702879,55.03705623,10.32013471,6.26212904,170.6680501,450.4210023,99.56131735,39.43518904,3.035325366,14.64100615,1.578079718,1.230599268,50
1,169.6978998,450.3083938,98.84686849,39.59168101,17.15287653,55.55752691,9.975952916,4.896755732,170.7511722,446.9824058,99.45481636,39.71564275,2.993288895,11.25377723,1.611052735,1.016950996,49
1,175.029307,462.9273987,100.9244161,41.16586828,14.52718012,46.62028354,10.06302304,4.360722538,171.2213172,451.2294713,100.021062,39.97055511,3.511461971,12.67534356,1.507023955,1.212863563,48
1,169.9701784,454.8486825,100.521501,40.13180731,11.55893185,48.27731244,11.78310043,5.200213618,171.9482403,456.0732646,100.1054804,40.09242959,2.468507826,5.340750029,1.524233697,1.18691572,47
1,170.3058923,430.8309672,101.0165213,39.9450317,15.93124711,45.5415837,11.83532914,6.19926393,171.8289569,451.8159197,100.6558643,40.40852247,2.5449124,12.69839099,1.142333527,0.736837875,46
1,170.242314,443.8966654,102.7420233,41.13009583,17.18950982,58.22809054,6.730238521,5.408509304,171.0491183,448.5624215,100.8102661,40.39289683,2.238030533,12.09433562,1.389745733,0.716178211,45
1,172.5264467,474.1195323,96.87313652,41.69106634,12.36655114,42.65273765,9.659280554,5.24647762,171.6148277,453.3246492,100.4155197,40.81277389,2.167469433,16.74675525,2.15595154,0.743884812,44
1,168.2798089,443.471506,97.55031983,40.30687029,14.95138268,45.01641234,11.43230313,5.412060683,170.264928,449.4334707,99.7407004,40.64097429,1.511971516,16.20941492,2.463026463,0.74113861,43
1,170.9341418,466.510991,100.2716024,40.43421444,17.55811909,58.44692273,10.49700621,4.139993147,170.4577207,451.7659324,99.69072068,40.70145572,1.526381017,17.93108907,2.44569596,0.700420296,42
1,173.7594664,447.0269896,101.0624455,49.38843322,13.65751131,49.41792026,7.247910591,5.138129672,171.1484355,455.0051369,99.69990552,42.59013602,2.110236597,14.29876223,2.4519979,3.841164821,41
1,163.9073264,445.5386646,98.28713121,50.3812561,15.33448684,43.62314432,9.321093314,4.636885711,169.881438,455.3335367,98.8089271,44.44036808,3.917862472,13.99549152,1.790350007,5.011766908,40
1,170.8867403,451.0080347,99.59242921,41.38967251,12.73840966,53.86210631,8.260153035,4.391802023,169.5534968,450.7112372,99.35278563,44.38008931,3.703897272,9.252880677,1.432575693,5.05472912,39
1,171.3882411,447.853181,98.4462309,40.93108445,13.363128,44.58863521,12.85864224,4.678988737,170.1751832,451.5875722,99.53196785,44.50493215,3.697531468,8.578726085,1.185487204,4.935274525,38
1,172.262721,444.4911494,100.8934307,39.20716054,17.58387863,45.51795171,7.343290049,4.303841334,170.4408991,447.1836039,99.65633351,44.25952137,3.811683591,2.502711988,1.308692806,5.211099876,37
1,172.3997616,446.3947828,101.4267152,39.33403368,12.66020387,61.29593028,11.02422143,3.806366724,170.1689581,447.0571625,99.72918746,42.24864146,3.55563711,2.528440366,1.412557038,4.646470428,36
1,168.4153925,446.0844616,99.06240755,40.5457821,13.80541568,49.55354587,9.175182331,4.818497942,171.0705713,447.1663219,99.88424273,40.28154666,1.610329957,2.457273645,1.247610524,0.971049561,35
1,172.3844105,463.9523482,102.552413,41.99321152,21.01434109,58.44742409,8.442787593,6.000841817,171.3701054,449.7551846,100.4762395,40.40225446,1.704143973,8.02579662,1.696157784,1.161975776,34
1,169.1365279,441.8295787,102.2334506,40.56739949,14.90228858,56.22586258,10.35224456,6.099768465,170.9197627,448.5504641,101.2336834,40.32951746,1.974267184,8.797648827,1.378953795,1.131581767,33
1,172.7004018,443.7739211,101.1164073,39.81654697,13.74375086,56.05775434,9.87453066,4.863833107,171.0072989,448.4070185,101.2782787,40.45139475,2.05668115,8.885788417,1.368766998,1.006366295,32
1,168.5179978,435.0425787,97.42992805,40.17960745,17.15648858,45.26851353,9.653915803,5.59901601,170.2309461,446.1365777,100.4789213,40.6205095,2.130950412,10.77744861,2.184433589,0.826659854,31
1,170.0567417,450.3770807,101.4371527,40.63880961,15.70673814,57.23727414,9.547475119,4.976615404,170.5592159,446.9951015,100.9538703,40.63911501,1.89467052,10.94197684,2.053704807,0.82560371,30
1,168.3473288,456.8448734,100.7479698,40.93964961,12.57987326,47.03191701,10.87266855,4.118112927,169.7517996,445.5736065,100.5929817,40.42840262,1.779087488,8.340773044,1.851125799,0.436242789,29
1,171.8621762,443.9712769,126.0487377,38.86604558,14.24928562,44.91613455,8.042971425,4.87485489,170.2969292,446.0019462,105.3560391,40.08813184,1.952556495,8.153317142,11.67879985,0.806837881,28
1,165.4896368,461.6694208,127.0642908,40.56844188,13.58812388,50.50800302,10.52915958,4.83834024,168.8547762,449.5810461,110.5456158,40.23851082,2.355008539,10.51620423,14.69857684,0.813606118,27
1,165.3497287,439.5504923,99.25284581,40.53892644,16.30555695,42.52250172,11.36106283,4.210366374,168.2211224,450.4826288,110.9101994,40.31037462,2.843792094,9.04907349,14.30938003,0.822918217,26
