s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21,target
642.59,1589.05,1413.18,553.8,2388.07,9063.57,47.45,522.03,2388.1,8145.26,8.4628,394,39.16,23.3414,0
642.38,1585.03,1396.14,554.34,2388.08,9057.31,47.48,522.02,2388.11,8144.83,8.4227,393,39.07,23.3337,0
642.53,1584.9,1410.08,554.2,2388.09,9069.25,47.29,521.74,2388.09,8142.49,8.4569,393,38.81,23.2529,0
642.29,1592.86,1409.75,553.93,2388.02,9061.7,47.44,521.6,2388.05,8142.92,8.4018,393,38.9,23.279,0
642.8,1591.78,1406.89,554.18,2388.03,9068.23,47.4,521.78,2388.03,8149.46,8.4268,393,38.99,23.4044,0
642.73,1592.55,1399.88,553.24,2388.06,9065.47,47.25,522.23,2388.06,8153.05,8.4199,394,38.84,23.3033,0
642.98,1588.77,1409.45,553.11,2388.02,9067.82,47.45,521.89,2388.12,8144.09,8.4078,392,38.95,23.325,0
642.59,1586.46,1413.3,553.43,2388.05,9062.93,47.37,521.67,2388.04,8150.38,8.4336,391,38.83,23.3325,0
642.35,1584.41,1408.09,553.51,2388.04,9070.27,47.52,521.27,2388.03,8149.05,8.4298,395,39.13,23.2688,0
642.84,1589.9,1411.09,553.4,2388.07,9065.4,47.46,521.79,2388.0,8148.31,8.3996,392,38.89,23.3316,0
642.19,1592.5,1401.32,553.67,2388.07,9076.8,47.59,521.39,2388.05,8147.16,8.5004,392,38.79,23.3815,0
642.32,1592.64,1407.6,553.54,2388.06,9067.25,47.47,521.9,2388.08,8143.85,8.4202,393,39.1,23.23,0
642.4,1589.2,1409.87,553.17,2388.05,9071.08,47.41,521.23,2388.09,8151.47,8.4204,392,38.78,23.3978,0
642.35,1587.43,1405.58,553.86,2388.06,9065.47,47.47,521.51,2388.1,8143.19,8.391,393,38.93,23.3352,0
642.46,1591.63,1411.44,553.26,2388.06,9067.24,47.39,521.7,2387.97,8150.5,8.4551,393,38.8,23.2247,0
642.96,1585.07,1404.6,553.58,2388.06,9072.8,47.58,521.97,2388.09,8152.12,8.4191,392,38.94,23.3221,0
642.68,1586.29,1407.85,553.53,2388.06,9065.33,47.52,521.74,2388.07,8148.43,8.4271,392,38.95,23.3118,0
642.6,1587.04,1412.84,553.75,2388.09,9063.48,47.48,521.33,2388.05,8149.22,8.4319,393,38.93,23.2607,0
642.29,1596.43,1408.94,552.74,2388.08,9067.48,47.23,521.07,2388.04,8152.09,8.4288,394,38.85,23.3818,0
642.35,1581.37,1407.11,553.57,2388.12,9061.19,47.52,522.0,2388.0,8147.66,8.4206,392,38.84,23.4626,0
642.4,1587.2,1410.02,553.52,2388.06,9065.54,47.69,522.19,2388.11,8148.81,8.4192,393,38.87,23.2445,0
642.77,1588.04,1417.45,553.14,2388.0,9068.82,47.55,521.68,2388.04,8150.14,8.4157,393,38.99,23.2926,0
642.39,1588.38,1407.06,553.51,2388.11,9066.92,47.53,521.66,2388.06,8146.72,8.4548,393,38.93,23.3007,0
642.28,1588.93,1399.99,554.28,2388.07,9071.11,47.57,521.28,2388.07,8146.9,8.3977,394,38.97,23.253,0
642.77,1587.02,1406.42,553.68,2388.08,9066.58,47.48,521.81,2388.1,8146.76,8.4507,393,38.88,23.3409,0
642.62,1593.98,1408.39,553.5,2388.1,9070.21,47.46,521.83,2388.11,8145.96,8.3917,391,38.99,23.1898,0
643.12,1592.45,1401.44,554.0,2388.07,9075.11,47.64,521.8,2388.1,8144.38,8.4157,393,38.86,23.3243,0
642.88,1587.68,1400.56,553.47,2388.07,9070.05,47.31,521.43,2388.06,8148.67,8.459,393,38.81,23.3184,0
642.49,1590.96,1406.04,553.72,2388.05,9078.13,47.49,521.39,2388.04,8151.4,8.4405,391,38.86,23.2772,0
642.53,1588.82,1410.21,553.64,2388.03,9072.53,47.47,521.46,2388.06,8147.23,8.4138,393,38.83,23.3709,0
642.79,1592.31,1409.01,552.49,2388.09,9069.27,47.49,521.53,2388.1,8145.98,8.4583,394,38.92,23.3406,0
642.13,1590.81,1404.35,553.15,2388.08,9066.38,47.49,521.74,2388.08,8147.23,8.4188,394,38.73,23.2951,0
642.55,1585.66,1406.5,553.84,2388.09,9070.08,47.33,521.51,2388.06,8158.06,8.4478,393,38.98,23.1763,0
642.57,1589.76,1405.52,553.74,2388.12,9072.87,47.39,521.95,2388.09,8149.77,8.4192,393,38.83,23.2521,0
642.91,1591.62,1406.86,552.84,2388.05,9076.78,47.38,521.41,2388.02,8155.85,8.4034,393,38.99,23.2997,0
642.7,1585.47,1411.99,553.64,2388.08,9072.59,47.43,521.64,2388.07,8153.86,8.4713,393,38.75,23.2904,0
642.56,1593.36,1412.76,552.38,2388.05,9075.28,47.55,520.99,2388.04,8154.24,8.4525,393,38.79,23.3224,0
642.55,1589.46,1410.6,553.3,2388.08,9075.88,47.34,521.58,2388.04,8155.76,8.4131,393,38.81,23.3737,0
642.41,1588.68,1403.62,553.62,2388.05,9069.22,47.65,521.79,2388.11,8154.2,8.4153,393,38.91,23.2399,0
642.7,1593.44,1410.49,552.6,2388.07,9073.54,47.36,521.71,2388.07,8151.63,8.4107,392,38.69,23.2592,0
642.6,1590.73,1403.49,553.4,2388.04,9074.92,47.54,521.66,2388.07,8155.87,8.4134,391,39.02,23.3121,0
642.81,1595.17,1406.6,553.1,2388.06,9069.11,47.58,521.44,2388.06,8155.2,8.4458,392,38.85,23.3565,0
642.4,1592.45,1406.24,553.56,2388.0,9068.8,47.39,521.51,2388.04,8153.4,8.4466,393,38.8,23.2436,0
642.69,1591.1,1408.57,553.35,2388.04,9075.71,47.58,521.25,2388.02,8155.27,8.4587,395,38.79,23.2405,0
642.89,1585.09,1407.02,552.87,2388.04,9078.9,47.59,521.75,2388.09,8148.82,8.4502,393,38.92,23.3892,0
643.32,1595.18,1412.45,554.14,2388.09,9079.42,47.51,521.25,2388.1,8157.87,8.4609,394,38.69,23.2218,0
642.86,1591.25,1410.38,552.72,2388.12,9082.77,47.57,521.64,2388.06,8155.79,8.4602,395,38.88,23.2964,0
643.2,1587.13,1415.68,553.6,2388.09,9079.41,47.35,521.06,2388.11,8153.55,8.4423,393,38.79,23.312,0
642.76,1585.75,1409.78,553.34,2388.06,9081.75,47.57,521.44,2388.07,8158.78,8.4327,393,38.85,23.3083,0
642.51,1590.28,1409.54,553.08,2388.1,9077.69,47.67,521.57,2388.06,8156.72,8.4371,393,38.87,23.2946,0
642.5,1586.28,1410.81,553.15,2388.07,9083.56,47.55,521.44,2388.07,8160.03,8.4094,394,38.88,23.294,0
642.6,1586.63,1414.36,553.01,2388.05,9081.36,47.56,521.1,2388.13,8156.7,8.4155,393,38.91,23.268,0
642.98,1594.42,1404.66,553.51,2388.09,9078.63,47.5,521.68,2388.11,8154.28,8.4407,392,38.68,23.198,0
642.17,1591.61,1415.54,553.89,2388.11,9084.85,47.77,521.82,2388.06,8158.51,8.4328,393,38.95,23.2396,0
642.64,1583.62,1411.1,553.15,2388.08,9078.33,47.5,521.06,2388.14,8158.36,8.4735,394,38.76,23.2222,0
642.47,1592.05,1417.37,553.32,2388.07,9075.86,47.52,521.56,2388.12,8156.08,8.4613,392,38.75,23.3671,0
643.11,1595.75,1407.34,553.13,2388.11,9083.86,47.77,522.08,2388.05,8153.67,8.4873,394,38.8,23.2528,0
643.1,1596.3,1409.4,553.59,2388.1,9088.85,47.43,521.71,2388.08,8160.52,8.4147,393,38.99,23.23,0
642.49,1594.19,1410.97,553.3,2388.06,9080.13,47.65,521.28,2388.06,8159.2,8.4819,394,38.71,23.161,0
642.87,1586.57,1405.96,553.64,2388.09,9087.19,47.53,520.99,2388.08,8159.51,8.4515,393,38.79,23.2403,0
642.6,1586.84,1409.79,552.87,2388.09,9086.31,47.62,521.77,2388.08,8162.37,8.4296,392,38.73,23.3491,0
642.53,1589.31,1417.68,554.2,2388.04,9083.32,47.67,521.34,2388.07,8159.45,8.4686,393,38.79,23.3027,0
642.91,1597.66,1412.49,553.33,2388.11,9090.76,47.47,521.63,2388.09,8161.37,8.4275,393,38.77,23.1791,0
642.93,1589.98,1407.86,553.31,2388.06,9086.53,47.71,521.69,2388.05,8159.45,8.4758,393,38.7,23.1342,0
642.6,1588.17,1413.43,553.24,2388.11,9091.36,47.56,520.79,2388.07,8161.56,8.4894,394,38.48,23.2616,0
642.91,1599.75,1413.82,553.25,2388.07,9093.35,47.75,521.69,2388.06,8170.46,8.4341,393,38.65,23.2325,0
641.99,1593.98,1410.25,552.77,2388.06,9086.84,47.56,521.35,2388.04,8163.04,8.4509,393,38.91,23.2183,0
642.41,1593.01,1413.8,552.75,2388.09,9093.91,47.61,521.4,2388.07,8164.61,8.4206,394,38.85,23.3119,0
643.13,1595.32,1410.04,553.11,2388.1,9083.69,47.66,521.01,2388.12,8163.57,8.474,393,38.77,23.3,0
642.92,1583.95,1409.47,553.36,2388.09,9093.05,47.54,521.71,2388.06,8165.27,8.4745,394,38.93,23.2549,0
642.84,1598.57,1410.03,552.84,2388.12,9089.86,47.73,520.54,2388.04,8165.48,8.4451,393,38.65,23.2892,0
642.69,1599.77,1412.64,552.79,2388.11,9093.92,47.62,521.31,2388.06,8168.73,8.401,394,38.8,23.1392,0
643.31,1588.61,1409.39,552.84,2388.11,9097.18,47.63,521.06,2388.09,8167.64,8.4693,393,38.78,23.3048,0
643.02,1595.37,1421.22,552.86,2388.07,9090.85,47.74,521.06,2388.14,8163.82,8.45,393,38.53,23.2231,0
642.57,1589.71,1415.53,552.68,2388.11,9086.22,47.57,521.1,2388.09,8171.37,8.4468,393,38.68,23.2918,0
643.04,1594.75,1413.13,552.62,2388.08,9091.91,47.74,522.05,2388.08,8171.02,8.4508,393,38.6,23.1493,0
643.03,1596.1,1407.29,552.74,2388.07,9091.55,47.68,520.83,2388.12,8169.63,8.4744,395,38.75,23.2005,0
643.16,1591.2,1418.16,552.75,2388.06,9098.02,47.44,520.72,2388.07,8171.53,8.4991,394,38.76,23.2799,0
642.9,1590.62,1410.85,552.48,2388.13,9097.5,47.88,520.9,2388.08,8172.93,8.4536,394,38.77,23.1978,0
643.36,1597.67,1401.54,553.55,2388.1,9089.41,47.63,520.21,2388.1,8175.54,8.4476,396,38.71,23.2513,0
642.61,1586.39,1414.7,552.85,2388.05,9099.79,47.65,520.6,2388.09,8173.42,8.4535,393,38.69,23.2686,0
642.95,1593.91,1414.58,553.08,2388.09,9105.79,47.58,521.51,2388.13,8179.85,8.4829,393,38.76,23.2241,0
642.56,1592.66,1413.14,552.25,2388.1,9103.42,47.75,521.25,2388.12,8179.69,8.4946,393,38.71,23.204,0
643.05,1596.4,1415.9,552.91,2388.06,9102.95,47.82,521.05,2388.15,8177.53,8.444,394,38.78,23.1837,0
643.39,1589.57,1411.69,553.13,2388.11,9103.74,47.74,520.8,2388.09,8175.49,8.4763,395,38.52,23.2697,0
643.46,1593.89,1418.94,552.48,2388.07,9101.01,47.81,521.09,2388.1,8179.62,8.4404,395,38.65,23.2333,0
643.3,1593.14,1423.34,552.51,2388.16,9110.95,47.7,520.36,2388.09,8176.77,8.4589,396,38.68,23.1825,0
643.23,1593.42,1414.19,553.31,2388.11,9104.81,47.77,520.64,2388.07,8182.32,8.4545,394,38.78,23.2019,0
643.12,1597.62,1412.26,552.6,2388.08,9109.47,47.79,521.4,2388.1,8187.41,8.4667,395,38.72,23.1563,0
643.1,1595.83,1422.17,553.34,2388.12,9109.39,47.78,520.73,2388.09,8182.89,8.4432,393,38.6,23.1481,0
643.08,1600.46,1420.62,552.27,2388.12,9108.1,47.78,521.01,2388.08,8187.38,8.4817,395,38.63,23.2471,0
643.73,1599.73,1419.9,553.06,2388.13,9116.28,47.91,520.83,2388.15,8182.88,8.4903,393,38.49,23.1867,0
643.02,1595.92,1421.87,552.85,2388.07,9121.53,47.73,520.26,2388.1,8188.71,8.4953,395,38.61,23.1807,0
643.07,1595.05,1416.71,552.66,2388.07,9122.08,47.58,520.64,2388.14,8194.64,8.4955,396,38.73,23.2634,0
643.21,1591.8,1417.09,551.85,2388.11,9123.32,47.76,520.46,2388.11,8188.56,8.4701,396,38.64,23.1709,0
643.39,1601.08,1407.21,552.44,2388.11,9123.17,47.79,520.69,2388.09,8194.65,8.4973,395,38.64,23.1678,0
643.13,1601.25,1422.38,552.76,2388.05,9132.53,47.88,520.98,2388.09,8197.43,8.486,393,38.68,23.0817,0
643.21,1596.61,1416.79,552.86,2388.05,9133.02,47.91,521.05,2388.12,8198.99,8.4566,395,38.62,23.1741,0
643.06,1594.02,1416.65,552.88,2388.11,9122.2,47.78,520.36,2388.07,8191.37,8.4736,395,38.62,23.2057,0
643.37,1597.61,1415.09,552.66,2388.15,9128.58,47.96,520.46,2388.13,8190.16,8.5108,394,38.78,23.2846,0
642.68,1596.45,1423.78,552.5,2388.12,9129.45,47.96,521.11,2388.1,8200.12,8.463,395,38.59,23.1172,0
642.87,1596.82,1421.71,552.73,2388.1,9131.95,47.87,520.56,2388.1,8201.98,8.4766,396,38.59,23.1856,0
643.2,1599.77,1414.61,552.39,2388.12,9139.6,47.94,520.24,2388.15,8199.27,8.4671,396,38.64,23.1846,0
643.19,1598.61,1424.12,551.97,2388.1,9138.15,47.91,520.25,2388.14,8207.27,8.5073,395,38.5,23.1596,0
643.28,1596.58,1424.75,552.16,2388.1,9140.96,47.9,520.5,2388.19,8196.21,8.4917,394,38.61,23.1815,0
643.33,1597.62,1428.43,552.58,2388.15,9143.52,48.09,520.42,2388.07,8207.03,8.5008,397,38.64,23.1111,0
643.98,1598.65,1425.08,552.12,2388.13,9138.55,48.04,520.05,2388.15,8209.84,8.4819,395,38.51,23.1913,0
643.44,1600.4,1420.29,552.4,2388.16,9142.03,47.84,520.41,2388.13,8213.24,8.4906,396,38.61,23.1144,1
643.76,1603.49,1421.44,552.26,2388.16,9148.96,48.02,520.4,2388.15,8213.21,8.4877,397,38.6,23.0892,1
643.7,1600.45,1426.43,552.03,2388.16,9147.04,48.05,520.72,2388.16,8214.98,8.5172,395,38.54,23.1469,1
643.43,1605.95,1419.71,551.93,2388.16,9148.21,47.97,520.59,2388.14,8218.62,8.4865,398,38.47,23.1633,1
644.12,1602.6,1429.04,551.78,2388.15,9150.57,48.09,520.21,2388.17,8220.41,8.5371,397,38.29,23.1289,1
643.94,1599.71,1421.84,552.22,2388.15,9151.86,48.02,520.16,2388.13,8222.04,8.5174,397,38.45,23.0076,1
644.16,1608.16,1424.87,551.84,2388.13,9160.31,48.02,519.99,2388.13,8228.95,8.5085,398,38.56,23.1925,1
643.24,1607.08,1429.98,551.39,2388.19,9159.26,48.15,519.8,2388.2,8225.39,8.5009,397,38.44,23.1553,1
643.48,1605.99,1431.6,552.04,2388.2,9163.48,48.07,520.61,2388.2,8230.55,8.5836,397,38.25,23.0927,1
643.97,1605.24,1429.29,552.28,2388.18,9167.7,48.15,520.5,2388.12,8234.23,8.5116,396,38.36,23.0233,1
644.18,1612.63,1423.19,552.53,2388.14,9162.47,48.18,519.68,2388.17,8230.96,8.5196,396,38.32,23.0419,2
642.55,1582.13,1395.54,554.37,2388.02,9056.97,47.16,521.64,2388.05,8139.33,8.39,390,39.16,23.3164,0
642.43,1585.29,1399.09,553.95,2388.07,9069.85,47.23,522.25,2387.95,8145.65,8.3852,392,39.2,23.3992,0
642.05,1578.18,1406.34,554.45,2388.01,9070.61,47.15,522.65,2388.05,8145.7,8.4075,391,38.94,23.4346,0
