s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21,target
642.35,1585.92,1412.89,553.72,2388.1,9041.22,47.42,521.16,2388.1,8125.46,8.4213,392,38.88,23.373,0
642.7,1584.04,1409.04,552.65,2388.15,9045.59,47.62,521.29,2388.16,8118.13,8.4174,392,38.86,23.2898,0
642.86,1596.2,1402.59,553.71,2388.11,9047.25,47.47,521.7,2388.13,8126.12,8.4255,394,38.95,23.3206,0
642.59,1583.21,1402.83,552.9,2388.08,9048.83,47.52,521.03,2388.14,8128.88,8.4268,393,38.95,23.2397,0
642.32,1583.2,1402.68,553.51,2388.08,9040.22,47.71,521.64,2388.12,8123.5,8.4404,392,38.82,23.3085,0
642.43,1590.56,1406.15,553.09,2388.1,9034.72,47.54,521.55,2388.17,8120.38,8.4289,394,38.98,23.2709,0
642.83,1592.53,1405.34,553.31,2388.12,9048.18,47.55,521.37,2388.09,8126.02,8.4134,395,38.77,23.3261,0
642.44,1587.26,1412.87,553.3,2388.18,9045.9,47.51,521.31,2388.14,8120.48,8.4393,392,38.96,23.32,0
642.2,1591.85,1405.09,553.67,2388.13,9038.41,47.54,521.44,2388.13,8126.23,8.4082,393,38.83,23.2383,0
642.89,1595.9,1417.28,553.36,2388.14,9044.79,47.62,521.06,2388.12,8129.1,8.422,394,38.89,23.2856,0
642.27,1583.29,1406.35,553.53,2388.14,9044.53,47.52,521.04,2388.08,8127.54,8.4256,392,38.9,23.2871,0
642.51,1585.93,1410.78,553.3,2388.16,9038.23,47.55,521.47,2388.12,8121.98,8.3928,394,38.87,23.2743,0
642.77,1584.87,1414.29,553.03,2388.14,9035.19,47.59,520.71,2388.17,8120.87,8.4524,394,38.86,23.3481,0
642.68,1587.38,1402.77,552.94,2388.13,9044.7,47.48,521.1,2388.14,8127.12,8.4299,394,38.79,23.3118,0
642.62,1593.33,1410.48,553.22,2388.15,9037.22,47.39,521.33,2388.16,8128.33,8.4621,395,38.9,23.1745,0
642.12,1592.87,1412.73,553.75,2388.15,9044.07,47.5,521.68,2388.12,8128.36,8.436,394,38.87,23.2867,0
642.42,1591.17,1413.19,553.43,2388.16,9038.89,47.22,521.22,2388.13,8124.98,8.4994,393,38.81,23.2565,0
642.74,1591.88,1407.31,553.26,2388.11,9046.22,47.43,521.29,2388.15,8129.75,8.4146,393,38.59,23.2724,0
642.59,1593.43,1415.19,553.01,2388.1,9042.67,47.59,521.3,2388.1,8120.28,8.4203,394,38.84,23.2388,0
642.16,1594.3,1407.19,553.46,2388.17,9035.8,47.68,521.03,2388.21,8127.79,8.4406,394,38.77,23.1814,0
642.48,1593.56,1407.46,553.74,2388.13,9046.35,47.61,521.38,2388.18,8120.16,8.4347,393,38.84,23.3351,0
642.94,1593.16,1411.91,553.61,2388.12,9047.86,47.65,521.36,2388.11,8128.27,8.4229,393,38.73,23.2584,0
643.1,1591.17,1409.48,553.23,2388.17,9042.55,47.66,520.97,2388.13,8124.4,8.4384,394,38.76,23.2942,0
642.79,1588.02,1417.97,552.94,2388.16,9046.55,47.49,520.98,2388.1,8126.04,8.42,393,38.84,23.294,0
642.35,1590.63,1407.37,553.95,2388.12,9030.91,47.58,521.04,2388.13,8119.3,8.4435,393,38.62,23.2534,0
642.52,1586.52,1409.07,552.55,2388.14,9044.99,47.37,520.81,2388.13,8125.74,8.4355,394,38.72,23.2334,0
642.42,1593.02,1411.88,552.74,2388.17,9034.68,47.53,521.13,2388.15,8122.73,8.4515,391,38.77,23.4248,0
642.66,1590.75,1415.82,553.65,2388.11,9044.88,47.36,521.46,2388.15,8122.83,8.468,393,38.89,23.3415,0
642.51,1591.65,1404.71,552.93,2388.13,9048.57,47.6,521.25,2388.14,8115.64,8.4521,396,38.82,23.3,0
642.44,1593.6,1404.11,553.42,2388.15,9046.6,47.47,521.54,2388.16,8118.87,8.4032,394,38.97,23.3032,0
642.65,1593.66,1406.28,552.4,2388.12,9039.55,47.65,521.26,2388.1,8123.17,8.4634,394,38.66,23.2498,0
642.95,1592.23,1412.44,552.26,2388.16,9046.63,47.49,521.32,2388.16,8124.05,8.4555,393,38.76,23.3037,0
642.6,1589.29,1412.51,552.64,2388.17,9046.1,47.58,520.99,2388.13,8126.2,8.431,394,38.63,23.2881,0
642.76,1585.89,1409.93,552.74,2388.18,9036.69,47.71,521.25,2388.19,8120.12,8.4389,392,38.65,23.2662,0
643.02,1589.53,1407.74,552.96,2388.16,9043.44,47.6,521.09,2388.2,8118.86,8.4104,394,38.69,23.312,0
642.83,1588.22,1415.27,553.12,2388.14,9036.08,47.49,520.85,2388.2,8120.19,8.4302,393,38.57,23.2223,0
642.73,1588.79,1402.24,552.81,2388.18,9042.94,47.83,520.92,2388.18,8121.28,8.44,394,38.66,23.2466,0
642.85,1595.82,1406.14,553.11,2388.18,9040.01,47.77,520.95,2388.19,8120.85,8.4658,393,39.0,23.2714,0
643.26,1596.98,1416.13,552.62,2388.14,9041.76,47.8,520.88,2388.17,8125.45,8.461,394,38.82,23.2748,0
643.04,1599.27,1412.75,553.24,2388.16,9038.94,47.56,520.77,2388.18,8120.11,8.443,394,38.86,23.2349,0
642.98,1592.37,1418.24,553.43,2388.21,9041.99,47.69,520.8,2388.15,8125.12,8.4792,395,38.64,23.308,0
643.16,1594.16,1408.01,552.75,2388.14,9044.17,47.68,520.69,2388.18,8123.48,8.4698,394,38.69,23.2613,0
642.95,1590.62,1419.3,552.89,2388.15,9044.16,47.56,520.84,2388.12,8124.12,8.4382,393,38.83,23.2288,0
643.48,1591.17,1413.76,552.22,2388.11,9043.4,47.81,520.39,2388.16,8121.27,8.4412,395,38.74,23.2951,0
643.02,1598.06,1418.62,553.77,2388.17,9035.85,47.61,520.49,2388.22,8112.35,8.4569,393,38.71,23.2389,0
643.1,1597.46,1412.6,552.91,2388.13,9043.29,47.58,521.11,2388.17,8117.75,8.4448,393,38.67,23.1301,0
643.76,1588.1,1411.58,552.58,2388.17,9045.39,47.81,520.47,2388.18,8120.58,8.4568,393,38.71,23.2907,0
643.27,1590.65,1413.36,552.5,2388.23,9034.19,47.84,520.38,2388.2,8118.19,8.463,395,38.71,23.159,0
643.04,1590.72,1419.56,552.63,2388.2,9036.53,47.89,521.26,2388.22,8115.89,8.4586,393,38.65,23.2519,0
642.67,1590.08,1420.24,552.61,2388.18,9033.59,47.81,520.27,2388.16,8113.49,8.4597,394,38.72,23.296,0
642.45,1589.49,1406.46,552.98,2388.19,9042.45,47.9,521.22,2388.19,8113.61,8.4434,393,38.86,23.2047,0
642.34,1596.86,1413.26,552.98,2388.2,9042.16,47.79,520.55,2388.21,8119.34,8.4592,393,38.8,23.2441,0
643.5,1594.29,1422.07,553.19,2388.18,9035.26,47.66,520.18,2388.11,8118.11,8.4593,395,38.64,23.2048,0
642.58,1588.37,1424.51,552.69,2388.23,9037.07,47.76,520.78,2388.19,8113.66,8.495,394,38.9,23.2908,0
643.33,1593.65,1412.19,552.22,2388.24,9030.85,47.89,520.38,2388.21,8112.69,8.4746,394,38.72,23.1389,0
643.12,1596.98,1415.07,552.45,2388.22,9037.95,47.87,521.02,2388.18,8120.41,8.4612,394,38.75,23.2615,0
643.28,1595.03,1423.98,552.19,2388.23,9039.96,47.92,520.5,2388.24,8119.04,8.4877,392,38.62,23.0412,0
643.36,1594.84,1421.1,551.87,2388.26,9039.02,47.74,521.32,2388.19,8117.19,8.5403,394,38.72,23.2104,0
643.07,1585.8,1412.32,552.12,2388.18,9035.7,47.98,520.07,2388.2,8114.48,8.4588,396,38.69,23.1966,0
643.63,1592.67,1419.5,552.71,2388.2,9028.39,47.84,520.78,2388.2,8115.45,8.4716,396,38.52,23.2751,0
643.36,1598.76,1412.75,552.07,2388.24,9037.8,47.89,520.61,2388.25,8119.77,8.4769,393,38.77,23.2382,0
643.12,1597.98,1415.85,552.39,2388.15,9034.86,47.61,520.91,2388.29,8112.65,8.465,394,38.7,23.2426,0
643.12,1600.23,1417.63,552.44,2388.22,9038.87,48.04,520.82,2388.21,8119.56,8.4205,395,38.65,23.1824,0
642.85,1591.85,1424.38,552.42,2388.21,9034.08,47.79,521.03,2388.23,8118.4,8.4974,395,38.61,23.1739,0
642.96,1597.53,1425.17,552.77,2388.2,9034.85,47.99,520.6,2388.2,8113.03,8.4384,393,38.67,23.1838,0
642.79,1591.54,1416.52,552.53,2388.26,9039.93,47.82,520.37,2388.21,8115.64,8.4784,394,38.79,23.2751,0
643.0,1595.57,1423.63,552.31,2388.2,9030.77,47.83,520.85,2388.27,8115.65,8.4892,395,38.46,23.1483,0
643.24,1601.17,1414.33,552.04,2388.28,9035.27,47.85,520.2,2388.23,8112.78,8.4784,396,38.73,23.1722,0
643.52,1597.95,1423.87,552.22,2388.21,9031.18,47.94,520.08,2388.16,8109.8,8.493,394,38.54,23.1882,0
642.89,1589.19,1418.5,552.43,2388.2,9032.96,47.9,520.17,2388.29,8107.62,8.486,394,38.82,23.3064,0
643.69,1598.54,1426.87,552.57,2388.25,9039.95,47.9,519.83,2388.18,8111.86,8.4985,396,38.69,23.1994,0
642.97,1588.67,1421.85,552.53,2388.26,9036.81,47.83,520.66,2388.23,8106.56,8.481,396,38.65,23.1499,0
642.9,1588.52,1418.0,552.03,2388.25,9028.21,47.97,520.3,2388.26,8112.38,8.4852,394,38.62,23.1101,0
643.51,1599.91,1417.67,552.42,2388.23,9031.19,48.03,520.11,2388.24,8113.49,8.4897,395,38.58,23.1617,0
643.6,1597.35,1421.79,551.62,2388.22,9026.19,47.85,519.95,2388.29,8113.86,8.507,394,38.54,23.1961,0
643.47,1600.41,1431.82,551.87,2388.24,9039.99,48.13,519.86,2388.26,8111.06,8.5309,394,38.56,23.1307,0
643.41,1598.87,1419.88,551.29,2388.24,9039.91,48.0,520.29,2388.29,8106.14,8.4702,394,38.54,23.1234,0
643.14,1592.26,1425.92,552.13,2388.28,9036.48,47.87,520.47,2388.28,8108.09,8.5234,396,38.65,23.1465,0
643.76,1597.4,1428.75,551.86,2388.33,9029.54,48.03,520.08,2388.26,8110.4,8.497,395,38.49,23.1716,0
643.4,1598.37,1425.56,551.97,2388.28,9037.16,48.11,519.54,2388.3,8113.17,8.4741,395,38.54,23.0704,0
643.09,1591.36,1422.0,551.31,2388.31,9032.61,48.01,519.69,2388.23,8111.01,8.513,395,38.46,23.1764,0
642.93,1601.62,1423.93,551.44,2388.25,9026.66,48.06,519.85,2388.25,8112.98,8.4835,396,38.57,23.0016,0
643.5,1597.42,1430.48,551.85,2388.24,9030.09,48.08,519.75,2388.23,8108.0,8.5218,397,38.4,23.1053,1
643.33,1598.5,1430.08,551.13,2388.29,9028.64,47.92,519.32,2388.26,8108.91,8.5212,395,38.48,23.0454,1
643.08,1601.74,1423.58,551.87,2388.31,9026.75,47.98,519.63,2388.27,8112.66,8.4834,396,38.52,23.1502,1
642.99,1601.84,1427.06,551.13,2388.29,9031.29,47.98,520.06,2388.28,8105.22,8.5162,397,38.41,23.0915,1
643.66,1606.65,1433.07,550.78,2388.34,9024.27,48.26,519.44,2388.32,8099.94,8.5239,397,38.46,22.9674,1
642.96,1600.45,1424.75,552.18,2388.3,9030.67,48.14,520.18,2388.29,8105.32,8.5017,395,38.44,23.1472,1
644.31,1598.38,1430.17,551.68,2388.34,9026.17,48.23,519.86,2388.26,8104.82,8.5523,397,38.44,23.0791,1
643.3,1605.5,1428.53,551.91,2388.29,9029.88,48.23,519.45,2388.3,8103.77,8.5114,396,38.39,23.0848,1
643.72,1600.33,1429.09,550.63,2388.34,9034.75,48.15,519.62,2388.33,8103.98,8.5147,394,38.51,23.0211,1
643.9,1598.73,1436.24,550.68,2388.3,9028.24,48.1,520.18,2388.3,8101.49,8.5229,395,38.45,23.0712,1
643.91,1597.72,1427.84,550.89,2388.32,9033.07,48.17,519.48,2388.36,8103.27,8.5519,395,38.46,23.1649,2
642.84,1591.37,1408.94,553.29,2388.15,9042.35,47.46,521.26,2388.11,8122.12,8.4092,394,38.72,23.2402,0
642.46,1594.55,1415.22,553.17,2388.15,9043.79,47.57,521.06,2388.14,8120.45,8.4365,393,38.85,23.2368,0
642.78,1593.6,1411.45,553.06,2388.14,9039.49,47.48,521.34,2388.1,8124.08,8.4456,392,38.86,23.3427,0
643.02,1596.5,1403.71,552.7,2388.16,9041.15,47.47,521.37,2388.13,8119.63,8.4621,392,38.86,23.2171,0
643.26,1586.44,1410.37,553.29,2388.1,9042.72,47.7,520.99,2388.1,8121.89,8.4456,392,38.77,23.2411,0
642.57,1596.68,1414.12,553.15,2388.16,9038.84,47.48,521.04,2388.17,8117.73,8.4794,393,38.84,23.3956,0
642.47,1593.01,1409.35,553.1,2388.13,9037.0,47.61,521.21,2388.11,8122.62,8.4211,394,38.66,23.3231,0
642.54,1586.11,1402.54,553.86,2388.14,9035.87,47.69,520.85,2388.1,8122.84,8.4295,393,38.94,23.1835,0
642.89,1587.95,1413.17,553.22,2388.12,9037.08,47.53,521.38,2388.09,8121.09,8.4535,392,38.94,23.3646,0
643.07,1586.84,1415.07,553.0,2388.19,9040.87,47.44,521.0,2388.1,8122.34,8.4523,392,38.92,23.3222,0
641.94,1594.56,1407.69,552.68,2388.19,9042.28,47.56,521.14,2388.11,8118.56,8.4535,394,38.74,23.3484,0
642.55,1586.23,1402.49,553.5,2388.13,9045.61,47.67,521.16,2388.17,8123.72,8.4598,393,38.87,23.2067,0
642.84,1592.06,1411.63,552.72,2388.12,9041.59,47.56,521.05,2388.15,8121.57,8.4603,393,38.77,23.2815,0
642.39,1587.75,1413.79,553.21,2388.15,9046.06,47.53,521.09,2388.13,8115.13,8.4211,391,38.71,23.2478,0
642.47,1589.55,1407.19,553.65,2388.15,9046.94,47.58,521.06,2388.13,8122.33,8.4465,393,38.67,23.2624,0
642.42,1592.53,1409.25,552.41,2388.15,9045.1,47.57,521.06,2388.13,8125.62,8.4386,392,38.9,23.2383,0
642.82,1593.18,1404.47,552.9,2388.1,9040.44,47.49,521.73,2388.16,8125.12,8.4128,392,38.75,23.3393,0
642.65,1599.46,1413.79,553.46,2388.11,9040.59,47.63,520.85,2388.18,8124.0,8.4642,393,38.78,23.3479,0
642.64,1598.26,1409.78,553.41,2388.22,9043.35,47.53,520.68,2388.1,8120.0,8.4464,393,38.67,23.216,0
642.59,1589.01,1406.02,553.29,2388.2,9044.56,47.63,521.4,2388.19,8123.19,8.4223,393,39.07,23.3653,0
642.45,1591.56,1404.15,553.36,2388.08,9044.77,47.48,521.11,2388.13,8123.38,8.4234,394,38.75,23.2525,0
642.52,1586.43,1414.03,553.42,2388.09,9039.8,47.44,521.66,2388.13,8128.66,8.4472,393,38.86,23.2328,0
642.83,1592.5,1405.53,553.58,2388.11,9037.24,47.45,521.2,2388.18,8117.7,8.449,393,38.96,23.3368,0
642.84,1585.04,1411.79,552.36,2388.2,9038.38,47.45,521.83,2388.15,8118.39,8.4488,394,38.87,23.3439,0
642.58,1592.64,1403.69,553.48,2388.19,9039.91,47.5,521.77,2388.14,8126.42,8.4562,394,38.74,23.4097,0
642.24,1589.12,1412.92,553.06,2388.08,9042.75,47.39,521.46,2388.13,8125.87,8.4508,393,38.78,23.3176,0
642.65,1586.44,1412.94,552.82,2388.12,9040.4,47.5,521.43,2388.17,8127.22,8.4313,393,38.84,23.2456,0
642.78,1585.79,1409.27,553.75,2388.19,9042.83,47.61,521.21,2388.13,8125.33,8.4441,393,38.91,23.1593,0
642.73,1591.95,1410.52,553.18,2388.15,9039.79,47.6,520.65,2388.13,8126.51,8.4318,393,38.96,23.2469,0
642.65,1584.84,1408.8,552.56,2388.16,9041.55,47.6,520.83,2388.14,8120.81,8.4135,393,38.78,23.3942,0
642.87,1588.28,1406.67,553.08,2388.19,9043.48,47.8,521.63,2388.14,8124.02,8.4248,392,38.89,23.3662,0
643.1,1589.41,1404.87,553.18,2388.12,9043.1,47.54,521.52,2388.13,8123.34,8.4438,392,38.81,23.3359,0
642.55,1587.23,1412.66,553.64,2388.14,9043.12,47.56,520.96,2388.15,8132.11,8.4309,391,38.86,23.2887,0
642.36,1593.64,1411.79,553.93,2388.07,9046.43,47.55,521.74,2388.13,8125.27,8.437,395,38.85,23.2974,0
642.47,1587.35,1406.13,553.62,2388.09,9041.47,47.6,521.24,2388.14,8119.64,8.4741,394,38.77,23.3597,0
643.13,1584.84,1397.25,553.31,2388.12,9039.88,47.59,521.33,2388.15,8116.17,8.4505,394,38.9,23.1933,0
642.83,1587.91,1414.6,553.35,2388.2,9041.17,47.51,521.4,2388.15,8124.5,8.45,393,38.64,23.3026,0
642.58,1598.22,1413.7,552.57,2388.16,9042.23,47.4,521.07,2388.14,8120.11,8.4316,393,38.73,23.2314,0
642.74,1586.76,1412.99,553.65,2388.16,9038.31,47.69,520.27,2388.11,8119.99,8.4554,392,39.02,23.3392,0
642.6,1590.17,1410.02,553.01,2388.13,9043.54,47.55,522.01,2388.16,8119.83,8.4762,393,38.83,23.3191,0
642.76,1588.2,1412.26,553.35,2388.11,9039.83,47.6,521.15,2388.16,8118.07,8.4326,394,38.75,23.3459,0
642.83,1587.98,1409.48,553.2,2388.18,9032.56,47.58,521.17,2388.08,8114.5,8.4846,393,38.87,23.3298,0
642.8,1585.52,1410.93,552.99,2388.15,9034.24,47.71,521.49,2388.12,8123.58,8.4483,392,38.83,23.3065,0
642.47,1592.69,1403.67,553.35,2388.16,9047.36,47.6,521.22,2388.18,8119.02,8.446,393,38.75,23.2675,0
642.71,1592.13,1408.74,553.11,2388.11,9040.78,47.78,521.33,2388.12,8125.44,8.4545,393,38.89,23.1831,0
642.4,1593.68,1408.65,553.46,2388.16,9039.16,47.55,521.35,2388.15,8122.66,8.4596,393,38.83,23.3397,0
642.52,1596.73,1409.98,553.49,2388.15,9040.61,47.61,521.16,2388.14,8122.14,8.4817,393,38.9,23.272,0
642.86,1596.82,1415.77,552.71,2388.11,9043.34,47.42,521.83,2388.16,8122.59,8.4433,395,38.86,23.2784,0
642.45,1594.91,1408.38,553.25,2388.13,9040.01,47.58,521.43,2388.15,8121.95,8.3994,391,38.87,23.2672,0
642.94,1588.79,1417.73,554.16,2388.12,9038.92,47.5,521.87,2388.16,8115.9,8.4589,392,38.86,23.2131,0
642.78,1588.4,1412.4,553.62,2388.13,9050.13,47.59,521.01,2388.12,8122.42,8.4567,393,38.75,23.3623,0
642.23,1593.77,1406.91,553.15,2388.17,9042.61,47.52,521.73,2388.1,8125.65,8.4623,395,38.85,23.3469,0
643.8,1592.28,1404.63,552.86,2388.14,9042.69,47.81,521.28,2388.14,8124.07,8.4437,394,38.74,23.3021,0
643.28,1593.18,1410.35,553.04,2388.14,9040.21,47.57,520.79,2388.13,8124.87,8.4158,395,38.79,23.2668,0
642.9,1595.96,1407.36,553.22,2388.18,9045.75,47.49,521.32,2388.14,8126.01,8.4306,395,38.62,23.2848,0
642.68,1589.58,1414.79,552.67,2388.12,9044.03,47.64,520.95,2388.19,8124.27,8.4592,392,38.72,23.3053,0
643.03,1600.53,1419.22,552.63,2388.12,9046.86,47.72,521.14,2388.14,8119.63,8.4535,393,38.93,23.2258,0
642.88,1587.98,1408.7,553.39,2388.12,9046.44,47.67,520.6,2388.11,8119.13,8.4806,392,38.88,23.3076,0
642.76,1596.73,1411.27,553.16,2388.11,9046.26,47.59,521.05,2388.15,8122.87,8.4623,393,38.86,23.2647,0
643.16,1591.75,1410.59,553.13,2388.18,9033.06,47.54,521.11,2388.19,8118.41,8.478,393,38.83,23.3096,0
642.74,1594.95,1407.41,552.93,2388.21,9040.98,47.53,521.41,2388.12,8123.7,8.4218,393,38.87,23.3032,0
642.72,1597.17,1416.65,552.51,2388.17,9043.31,47.7,521.4,2388.14,8128.44,8.441,394,38.95,23.1323,0
642.79,1586.47,1413.81,553.66,2388.12,9036.79,47.56,521.2,2388.13,8126.13,8.4503,393,38.73,23.2284,0
642.66,1591.25,1405.84,553.0,2388.13,9044.09,47.65,521.37,2388.14,8116.96,8.4645,394,38.81,23.1885,0
642.92,1598.4,1411.59,552.65,2388.17,9047.71,47.64,520.89,2388.15,8118.85,8.4773,394,38.74,23.3093,0
642.64,1589.92,1412.68,552.83,2388.11,9037.43,47.85,521.1,2388.17,8121.22,8.4234,393,38.76,23.2882,0
642.73,1591.02,1404.93,553.13,2388.15,9041.95,47.74,520.95,2388.13,8125.24,8.4054,393,38.78,23.2522,0
642.38,1593.98,1414.39,552.93,2388.17,9039.97,47.52,521.42,2388.12,8115.35,8.4201,394,38.6,23.36,0
642.0,1595.2,1408.61,553.41,2388.11,9044.61,47.6,521.73,2388.13,8124.54,8.4373,394,38.98,23.2872,0
642.15,1590.67,1410.03,552.93,2388.18,9035.98,47.39,521.13,2388.17,8121.49,8.4159,393,38.76,23.2359,0
642.73,1585.29,1411.99,552.99,2388.17,9042.71,47.66,521.21,2388.12,8126.11,8.4314,393,38.92,23.2102,0
642.52,1588.18,1407.65,553.45,2388.16,9038.03,47.46,521.06,2388.12,8120.75,8.4586,392,38.67,23.2747,0
642.36,1591.77,1408.79,552.47,2388.15,9045.1,47.64,520.8,2388.19,8120.91,8.4877,393,38.85,23.3407,0
642.68,1595.53,1419.89,553.43,2388.21,9044.12,47.62,520.96,2388.16,8118.52,8.4517,394,38.68,23.323,0
642.78,1586.61,1419.3,552.95,2388.13,9036.21,47.52,521.4,2388.19,8124.56,8.4581,393,38.72,23.2593,0
642.97,1589.96,1405.75,552.65,2388.18,9042.25,47.74,521.36,2388.12,8119.39,8.435,395,38.72,23.2266,0
643.09,1584.59,1409.57,552.85,2388.17,9041.34,47.63,520.93,2388.15,8117.68,8.4423,395,38.61,23.2463,0
642.75,1590.89,1415.45,553.21,2388.14,9042.57,47.82,521.44,2388.13,8123.3,8.4498,394,38.83,23.3036,0
642.53,1593.64,1406.81,552.76,2388.14,9036.34,47.54,521.62,2388.12,8120.49,8.4605,394,38.79,23.1894,0
642.39,1588.48,1414.24,553.31,2388.13,9040.67,47.56,520.79,2388.13,8121.63,8.4248,392,38.82,23.3137,0
642.91,1592.86,1414.23,553.4,2388.13,9039.37,47.66,521.19,2388.13,8132.12,8.4181,395,38.88,23.3319,0
642.91,1582.29,1414.53,552.9,2388.15,9040.12,47.58,521.77,2388.14,8124.91,8.475,395,38.79,23.2823,0
642.87,1597.14,1410.77,553.17,2388.15,9040.3,47.59,520.9,2388.15,8122.99,8.4488,392,38.81,23.237,0
642.68,1592.18,1412.62,553.04,2388.13,9037.99,47.75,521.5,2388.11,8125.63,8.461,393,38.86,23.2164,0
642.95,1595.72,1419.36,552.92,2388.16,9041.62,47.66,520.54,2388.14,8122.57,8.4515,393,38.91,23.343,0
642.39,1595.28,1410.25,553.55,2388.15,9046.82,47.53,521.25,2388.14,8122.13,8.4249,393,38.93,23.227,0
642.54,1597.98,1410.25,553.53,2388.17,9044.73,47.62,520.53,2388.17,8121.25,8.4512,392,38.6,23.2801,0
642.96,1589.71,1418.73,553.38,2388.12,9043.97,47.62,520.64,2388.18,8125.53,8.4402,394,38.89,23.3021,0
642.61,1594.17,1415.75,553.45,2388.17,9046.29,47.65,520.49,2388.16,8116.97,8.4388,394,38.78,23.3299,0
643.13,1596.9,1407.02,553.18,2388.14,9043.09,47.64,521.12,2388.1,8123.89,8.4704,393,38.72,23.2122,0
642.87,1595.7,1408.79,553.15,2388.11,9045.76,47.67,520.46,2388.11,8129.62,8.4525,393,38.92,23.1875,0
643.11,1590.77,1413.66,552.51,2388.14,9044.4,47.54,521.42,2388.16,8122.25,8.4996,394,38.77,23.2799,0
642.34,1585.32,1415.61,553.45,2388.13,9037.65,47.52,520.94,2388.17,8125.76,8.4581,394,38.8,23.1766,0
642.98,1595.09,1410.65,552.42,2388.15,9043.87,47.65,520.84,2388.23,8126.17,8.4574,394,38.84,23.2116,0
642.8,1585.73,1405.63,553.33,2388.14,9041.66,47.69,520.93,2388.13,8120.03,8.4708,392,38.88,23.2621,0
642.4,1587.93,1416.02,553.1,2388.18,9038.98,47.7,521.35,2388.15,8117.16,8.4703,395,38.77,23.2397,0
642.42,1591.54,1412.69,552.91,2388.17,9046.03,47.68,521.75,2388.2,8120.13,8.4583,393,38.86,23.2182,0
643.04,1584.4,1407.46,553.96,2388.16,9044.54,47.73,521.14,2388.17,8118.88,8.4551,394,38.79,23.1731,0
642.69,1588.64,1409.55,552.65,2388.18,9041.43,47.63,520.74,2388.11,8124.68,8.4782,392,38.84,23.1483,0
642.6,1593.15,1416.94,553.0,2388.12,9037.97,47.86,520.47,2388.15,8121.05,8.4379,395,38.65,23.2834,0
643.18,1592.06,1417.12,552.7,2388.14,9040.69,47.55,520.69,2388.16,8122.6,8.4982,394,38.91,23.2018,0
642.52,1589.08,1410.26,552.9,2388.2,9038.47,47.55,520.91,2388.18,8122.15,8.4281,391,38.71,23.3144,0
642.98,1592.05,1416.4,553.39,2388.15,9045.58,47.71,520.84,2388.15,8126.91,8.4743,394,38.85,23.2295,0
642.7,1593.28,1410.42,553.22,2388.16,9038.59,47.5,520.89,2388.15,8120.56,8.4482,393,38.57,23.2197,0
642.8,1593.44,1417.15,553.08,2388.15,9039.67,47.57,521.15,2388.19,8126.44,8.4692,394,38.72,23.1672,0
643.43,1592.11,1411.53,552.81,2388.16,9044.87,47.74,521.17,2388.16,8120.35,8.4736,394,38.79,23.2797,0
642.91,1591.98,1414.95,552.83,2388.18,9046.53,47.66,521.27,2388.13,8125.74,8.4417,393,38.96,23.2353,0
643.18,1587.43,1406.13,553.16,2388.21,9044.22,47.64,521.15,2388.14,8124.88,8.442,393,39.0,23.1896,0
