s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21,target
642.54,1600.91,1414.28,553.93,2388.09,9078.46,47.54,521.03,2388.07,8149.56,8.4788,393,38.91,23.2665,0
642.53,1592.71,1415.82,553.9,2388.11,9071.54,47.68,521.41,2388.07,8145.26,8.4789,394,38.79,23.3488,0
642.5,1597.58,1413.44,553.7,2388.01,9067.38,47.58,521.55,2388.11,8152.38,8.4055,392,38.88,23.3681,0
642.9,1592.19,1414.09,553.12,2388.08,9083.27,47.49,521.11,2388.11,8156.42,8.4514,393,38.8,23.2291,0
642.74,1583.96,1414.52,552.65,2388.05,9072.45,47.55,520.94,2388.07,8154.03,8.4217,396,38.8,23.3128,0
642.68,1586.97,1409.5,553.71,2388.09,9082.58,47.63,521.22,2388.1,8151.62,8.4412,394,38.78,23.2552,0
642.78,1593.26,1412.11,552.42,2388.13,9075.74,47.74,521.01,2388.1,8150.0,8.4548,393,38.67,23.2985,0
643.27,1596.38,1406.76,553.49,2388.11,9087.33,47.36,520.98,2388.11,8156.0,8.4562,394,38.67,23.2596,0
642.98,1586.66,1414.12,552.47,2388.11,9075.33,47.5,521.37,2388.01,8152.49,8.4152,395,38.78,23.1925,0
642.93,1581.95,1415.57,553.46,2388.09,9075.51,47.63,520.9,2388.11,8161.47,8.4147,393,38.72,23.3584,0
643.05,1589.76,1409.71,552.67,2388.11,9070.59,47.58,521.16,2388.06,8153.81,8.4452,393,38.74,23.2796,0
643.12,1583.34,1407.59,553.65,2388.11,9072.54,47.6,521.3,2388.16,8157.72,8.4777,394,38.92,23.2615,0
642.46,1594.21,1416.42,553.87,2388.14,9075.92,47.67,520.66,2388.13,8148.1,8.4533,394,38.79,23.2998,0
642.52,1590.76,1402.63,551.64,2388.12,9080.27,47.6,521.46,2388.09,8154.96,8.4713,394,38.56,23.2454,0
642.42,1594.6,1413.84,553.31,2388.11,9075.68,47.7,521.23,2388.15,8159.47,8.4669,393,38.87,23.2024,0
643.28,1590.97,1411.88,552.38,2388.12,9082.15,47.64,520.96,2388.1,8152.04,8.4488,392,38.71,23.1587,0
643.29,1588.29,1409.21,553.49,2388.04,9076.04,47.76,521.26,2388.14,8153.39,8.4546,395,38.82,23.1941,0
642.89,1591.9,1418.86,553.36,2388.07,9078.33,47.67,521.33,2388.11,8158.02,8.4693,394,38.66,23.2836,0
643.45,1596.16,1411.57,552.18,2388.06,9086.87,47.66,520.92,2388.13,8159.82,8.4521,395,38.68,23.1507,0
642.95,1590.16,1415.61,553.15,2388.1,9079.27,47.76,520.76,2388.14,8155.74,8.4842,395,38.71,23.2227,0
643.62,1587.92,1409.61,552.27,2388.07,9080.7,47.55,520.55,2388.11,8160.84,8.4361,394,38.69,23.2579,0
643.61,1589.45,1422.12,552.72,2388.14,9086.03,47.66,520.36,2388.1,8160.62,8.4489,393,38.66,23.2405,0
642.89,1584.8,1413.63,553.26,2388.14,9082.74,47.89,520.82,2388.06,8157.64,8.4584,395,38.78,23.2666,0
642.54,1598.01,1413.05,552.89,2388.12,9089.05,47.87,520.77,2388.11,8169.25,8.4334,394,38.51,23.221,0
643.83,1597.95,1416.85,552.75,2388.16,9081.41,47.95,520.99,2388.12,8161.13,8.4283,394,38.76,23.1036,0
643.56,1601.8,1415.76,552.45,2388.1,9090.98,47.75,520.46,2388.16,8156.65,8.4773,396,38.74,23.1346,0
642.87,1591.89,1418.29,552.44,2388.15,9099.4,47.82,520.46,2388.11,8169.25,8.4724,394,38.9,23.2763,0
643.37,1595.69,1415.41,552.72,2388.12,9087.8,47.88,520.1,2388.07,8167.99,8.4474,395,38.64,23.2171,0
642.87,1598.65,1416.91,553.45,2388.08,9096.61,47.86,520.62,2388.12,8165.24,8.4712,394,38.64,23.2308,0
642.91,1597.97,1413.88,552.9,2388.18,9090.02,47.95,520.96,2388.16,8162.94,8.4608,395,38.65,23.1398,0
642.94,1592.83,1418.63,552.79,2388.09,9090.05,47.67,520.35,2388.11,8164.78,8.454,394,38.53,23.1722,0
642.72,1600.86,1424.28,552.86,2388.16,9090.0,47.91,520.68,2388.17,8166.02,8.4866,397,38.66,23.1687,0
643.42,1593.06,1417.62,552.7,2388.14,9090.43,47.71,520.55,2388.18,8164.14,8.4804,394,38.8,23.1797,0
643.03,1597.33,1419.0,551.74,2388.14,9087.48,47.89,520.89,2388.14,8163.8,8.4989,394,38.56,23.2298,0
643.63,1599.49,1422.41,551.85,2388.15,9093.21,48.13,520.72,2388.17,8164.04,8.4695,394,38.65,23.2638,0
643.35,1590.73,1420.54,552.39,2388.16,9096.36,47.86,520.35,2388.17,8160.5,8.5224,396,38.68,23.0884,0
643.31,1594.27,1421.8,552.2,2388.17,9097.7,47.88,520.63,2388.18,8172.42,8.4756,394,38.68,23.2222,0
643.71,1594.82,1417.02,552.09,2388.14,9096.83,47.88,520.3,2388.21,8167.1,8.5098,394,38.7,23.1211,0
643.78,1594.05,1422.45,552.49,2388.15,9098.55,47.86,520.3,2388.11,8164.65,8.4876,395,38.63,23.2049,0
643.28,1593.1,1418.13,552.12,2388.21,9100.1,47.98,520.09,2388.2,8171.64,8.485,396,38.54,23.3365,0
643.61,1597.31,1413.32,552.65,2388.11,9102.72,47.71,520.71,2388.12,8168.44,8.499,395,38.57,23.148,0
643.65,1595.0,1415.11,551.86,2388.09,9103.86,47.89,520.18,2388.14,8175.98,8.502,396,38.45,23.0745,0
643.47,1597.16,1419.52,552.1,2388.19,9105.75,48.06,520.81,2388.12,8172.44,8.453,395,38.42,23.2101,0
643.39,1601.69,1417.97,552.7,2388.17,9101.86,47.85,520.66,2388.13,8172.54,8.5234,397,38.48,23.1374,1
643.87,1613.62,1422.53,552.14,2388.18,9108.91,48.1,520.09,2388.14,8170.7,8.4907,396,38.4,23.1233,1
643.4,1599.62,1427.82,552.02,2388.14,9109.36,47.89,519.95,2388.16,8179.78,8.4933,394,38.41,22.9937,1
643.01,1600.31,1429.1,552.17,2388.17,9102.92,47.9,519.6,2388.16,8174.12,8.5234,395,38.68,23.0892,1
643.36,1602.14,1424.69,552.12,2388.2,9104.77,47.91,520.33,2388.18,8179.96,8.5054,397,38.59,23.1391,1
644.35,1603.77,1423.45,551.76,2388.23,9114.19,48.03,520.15,2388.16,8172.08,8.526,395,38.42,23.1359,1
643.7,1598.64,1426.21,551.45,2388.16,9108.3,48.09,520.23,2388.22,8173.14,8.4954,395,38.47,23.1209,1
643.46,1603.54,1424.54,552.03,2388.15,9113.4,48.06,519.83,2388.23,8177.31,8.523,396,38.48,23.234,1
643.46,1604.91,1422.76,551.73,2388.25,9115.15,47.95,520.23,2388.25,8181.11,8.5182,396,38.53,23.2187,1
644.09,1604.4,1432.13,551.77,2388.23,9110.37,48.08,519.22,2388.19,8183.38,8.5312,395,38.22,23.1596,1
643.66,1599.18,1436.29,552.7,2388.22,9115.44,48.09,520.02,2388.16,8183.55,8.5159,398,38.51,23.1434,2
642.2,1585.65,1395.39,554.78,2388.05,9051.83,47.13,522.29,2387.97,8135.27,8.3935,392,39.03,23.4919,0
641.81,1585.63,1389.78,554.63,2388.01,9058.18,47.18,522.33,2388.04,8138.28,8.3643,391,39.12,23.4647,0
642.05,1587.83,1392.21,554.48,2388.01,9046.18,47.46,522.31,2388.03,8137.34,8.3758,392,39.16,23.3271,0
642.19,1577.4,1394.48,554.07,2388.05,9054.67,47.26,521.69,2388.03,8133.88,8.3784,391,39.06,23.4017,0
642.32,1578.17,1398.36,554.73,2388.02,9055.87,47.15,522.56,2388.0,8135.92,8.4056,391,38.98,23.3377,0
641.88,1587.32,1398.81,554.49,2387.98,9056.33,47.11,522.6,2388.07,8140.17,8.396,392,38.99,23.4387,0
642.43,1586.23,1400.55,553.98,2388.03,9050.13,47.12,522.38,2388.04,8139.4,8.3946,391,38.97,23.4719,0
642.21,1586.81,1400.84,554.46,2388.04,9051.0,47.02,522.67,2388.05,8140.49,8.4047,391,39.18,23.422,0
641.85,1587.66,1400.39,554.83,2388.01,9053.69,47.29,522.49,2388.03,8139.79,8.3542,392,38.93,23.4871,0
641.71,1580.18,1399.96,554.29,2388.06,9054.77,47.21,521.98,2387.94,8135.35,8.3836,390,38.93,23.3689,0
642.69,1589.05,1403.4,553.97,2388.06,9053.65,47.17,522.38,2387.98,8135.99,8.4111,391,38.92,23.4216,0
642.24,1581.53,1398.4,554.93,2388.0,9051.17,47.14,521.77,2388.0,8141.64,8.4222,391,39.11,23.4267,0
642.53,1582.63,1400.43,554.63,2387.98,9051.66,47.27,522.1,2388.04,8139.41,8.3639,392,39.15,23.4336,0
642.27,1589.27,1391.25,554.02,2388.01,9052.24,47.22,522.44,2387.99,8134.63,8.3427,394,39.0,23.3445,0
642.61,1582.4,1406.64,554.31,2388.07,9049.2,47.28,522.36,2387.98,8131.09,8.3758,392,39.05,23.2728,0
642.51,1591.74,1400.99,554.38,2388.04,9054.0,47.23,521.95,2388.02,8138.06,8.4237,391,39.01,23.4991,0
641.61,1586.2,1397.7,554.39,2388.02,9062.16,47.26,522.45,2388.02,8133.82,8.4331,390,38.89,23.3643,0
641.92,1587.52,1394.4,554.03,2388.03,9051.61,47.28,522.14,2388.0,8135.83,8.392,392,38.98,23.4803,0
642.79,1582.29,1395.37,554.79,2387.96,9053.31,47.17,522.76,2388.02,8140.49,8.3984,392,39.03,23.4238,0
642.35,1593.36,1398.75,554.19,2388.03,9051.23,47.21,522.13,2388.0,8138.25,8.3675,393,39.03,23.3962,0
642.44,1583.42,1391.13,554.51,2388.06,9049.83,47.21,522.54,2388.01,8136.2,8.3857,392,39.01,23.4342,0
642.08,1581.85,1402.4,553.57,2388.05,9051.46,47.28,522.71,2388.07,8141.33,8.3772,391,38.99,23.4564,0
642.25,1580.18,1399.86,554.03,2388.03,9063.79,47.24,522.05,2387.96,8140.89,8.4163,392,38.7,23.3861,0
642.15,1583.63,1400.31,554.11,2388.02,9057.68,47.15,522.1,2388.01,8142.7,8.4124,392,39.02,23.4246,0
641.73,1580.23,1403.54,555.36,2388.05,9055.87,47.3,522.64,2387.99,8137.69,8.391,394,38.73,23.272,0
642.09,1579.34,1396.14,554.32,2388.06,9061.19,47.29,522.42,2388.01,8137.96,8.3937,391,38.84,23.2838,0
642.13,1588.96,1400.06,554.01,2388.01,9050.54,47.3,522.09,2388.05,8137.91,8.4127,393,38.79,23.4566,0
642.22,1576.29,1402.92,555.28,2388.05,9045.34,47.34,522.32,2387.98,8137.94,8.4136,390,38.94,23.4501,0
642.1,1582.76,1397.34,555.31,2388.04,9055.78,47.24,522.47,2387.98,8140.71,8.3926,392,38.85,23.4664,0
642.01,1582.15,1400.58,553.93,2388.0,9045.93,47.33,522.85,2388.03,8132.18,8.4034,390,38.89,23.5179,0
642.22,1591.95,1390.69,553.69,2388.03,9050.34,47.22,522.2,2387.95,8144.5,8.4041,393,39.09,23.4137,0
641.69,1580.75,1401.48,554.41,2387.97,9061.06,47.34,522.05,2388.06,8136.73,8.4134,393,38.96,23.3978,0
641.98,1584.74,1394.85,554.38,2387.99,9050.64,47.21,522.54,2388.05,8140.03,8.4162,390,38.89,23.4365,0
642.91,1588.67,1396.78,554.29,2388.03,9052.25,47.2,522.66,2388.01,8139.82,8.3959,391,38.97,23.4385,0
642.19,1587.71,1402.56,554.35,2388.0,9049.16,47.15,522.64,2387.96,8133.98,8.4455,392,39.14,23.44,0
641.99,1586.4,1397.55,553.86,2388.02,9055.09,47.24,521.79,2388.02,8136.82,8.388,392,38.96,23.3295,0
642.18,1582.02,1392.64,554.52,2388.06,9052.78,47.16,522.52,2388.07,8136.0,8.4105,392,38.96,23.3884,0
642.18,1584.35,1395.71,553.9,2387.96,9056.28,47.11,522.54,2388.04,8134.16,8.3874,393,39.0,23.4518,0
642.73,1581.9,1398.09,554.9,2388.04,9044.26,47.18,522.18,2388.07,8140.96,8.4254,392,39.21,23.4269,0
642.26,1584.31,1400.42,554.78,2388.03,9050.94,47.39,522.45,2388.05,8137.52,8.4039,391,38.85,23.4185,0
641.62,1584.46,1397.41,554.26,2388.03,9055.59,47.28,522.26,2388.01,8138.82,8.3796,392,39.01,23.4146,0
641.41,1588.62,1400.52,553.96,2388.06,9058.15,47.24,521.81,2388.03,8140.79,8.4085,392,38.96,23.3637,0
642.38,1582.06,1399.23,553.95,2388.03,9049.98,47.18,522.15,2388.05,8134.42,8.3586,392,39.02,23.4501,0
642.22,1581.61,1405.46,554.34,2388.02,9056.38,47.17,522.52,2388.03,8132.99,8.4236,391,39.09,23.4477,0
642.13,1576.17,1391.03,554.41,2388.08,9050.58,47.1,522.29,2388.01,8135.34,8.395,392,39.18,23.4272,0
641.7,1581.5,1398.47,554.16,2387.96,9061.71,47.17,522.26,2387.98,8137.83,8.4173,392,39.04,23.5197,0
642.39,1587.17,1397.92,554.21,2388.04,9055.24,47.19,522.34,2388.03,8135.6,8.4126,393,38.95,23.3655,0
642.43,1589.74,1400.98,554.35,2388.01,9056.68,47.32,521.97,2388.01,8138.82,8.3858,393,39.12,23.426,0
641.96,1575.0,1399.38,554.37,2388.02,9055.62,47.27,522.86,2388.05,8135.44,8.4135,393,38.98,23.477,0
642.27,1571.84,1403.6,553.75,2388.04,9060.87,47.2,521.92,2388.04,8143.91,8.4526,390,39.09,23.4715,0
642.34,1584.54,1398.17,554.69,2388.01,9058.91,47.25,522.38,2388.03,8139.98,8.422,390,39.0,23.3789,0
642.46,1583.06,1403.83,555.18,2388.03,9047.21,47.17,522.66,2388.06,8142.49,8.3852,392,38.99,23.4803,0
642.49,1583.43,1392.95,555.13,2388.04,9053.36,47.2,522.59,2388.04,8140.34,8.4087,392,39.1,23.3581,0
642.36,1589.87,1394.84,554.59,2388.03,9054.95,47.23,522.0,2387.99,8142.01,8.4052,391,39.02,23.4614,0
642.11,1587.89,1391.51,554.04,2388.07,9057.67,47.24,521.96,2388.03,8138.8,8.4011,392,39.01,23.4166,0
642.7,1584.42,1400.18,554.38,2388.05,9050.18,47.27,521.92,2388.06,8134.67,8.3797,392,39.09,23.3369,0
642.08,1584.82,1402.39,554.6,2388.0,9052.35,47.31,522.42,2388.01,8143.05,8.3852,392,39.01,23.5788,0
641.79,1581.77,1405.3,554.61,2388.04,9051.44,47.36,522.19,2388.03,8139.04,8.3997,391,39.09,23.301,0
642.45,1585.68,1405.2,555.21,2388.06,9053.24,47.17,522.11,2387.98,8139.68,8.4084,392,38.87,23.3353,0
642.11,1585.22,1398.27,554.13,2387.97,9062.2,47.36,522.27,2388.04,8139.74,8.3992,393,38.98,23.2988,0
642.06,1595.45,1399.97,553.83,2388.01,9053.92,47.09,522.31,2388.0,8138.19,8.4256,392,39.05,23.5049,0
642.0,1586.58,1398.58,555.3,2387.96,9052.48,47.17,522.26,2388.0,8143.93,8.4093,391,38.83,23.35,0
641.98,1585.86,1393.16,554.07,2388.02,9055.39,47.31,522.02,2388.0,8137.57,8.3898,392,39.09,23.4401,0
641.97,1584.22,1398.68,555.04,2387.97,9050.78,47.37,522.12,2388.01,8138.86,8.3873,391,39.04,23.2613,0
642.43,1588.24,1398.46,554.11,2388.07,9057.54,47.31,522.41,2388.05,8138.34,8.3914,391,38.79,23.3453,0
642.72,1588.41,1397.4,554.47,2388.05,9060.31,47.19,522.14,2387.98,8139.93,8.3816,392,39.12,23.4133,0
642.3,1585.26,1394.41,555.33,2387.96,9061.18,47.4,522.62,2388.07,8143.57,8.3935,391,38.99,23.3399,0
642.23,1583.28,1403.57,554.36,2388.04,9057.44,47.24,522.27,2388.02,8141.13,8.4065,391,38.92,23.3509,0
642.24,1586.27,1400.55,554.23,2388.02,9049.58,47.28,522.23,2388.09,8141.14,8.4009,392,38.86,23.461,0
642.34,1580.13,1401.56,554.11,2387.98,9050.03,47.26,522.12,2388.01,8147.07,8.4101,393,38.89,23.3699,0
642.57,1586.2,1394.86,554.99,2388.02,9055.94,47.4,521.88,2388.02,8138.34,8.4211,391,39.1,23.4454,0
642.32,1591.12,1400.38,553.96,2388.04,9057.21,47.17,522.0,2388.03,8144.22,8.4049,393,38.8,23.3863,0
642.07,1584.11,1397.97,553.95,2387.95,9055.11,47.19,522.95,2388.03,8141.16,8.3978,392,38.94,23.3674,0
642.27,1585.03,1395.96,554.51,2388.01,9061.66,47.44,521.86,2388.03,8144.31,8.412,392,38.89,23.5082,0
641.95,1580.27,1391.07,554.31,2388.0,9058.23,47.3,522.08,2388.04,8138.31,8.4128,392,38.99,23.3972,0
642.07,1584.39,1403.1,553.78,2387.96,9058.95,47.25,521.79,2388.03,8139.11,8.4069,395,38.96,23.3912,0
642.42,1589.24,1399.83,554.46,2388.02,9056.66,47.19,522.21,2387.94,8143.32,8.3871,391,39.04,23.37,0
642.0,1588.75,1396.85,553.93,2387.98,9058.16,47.32,522.56,2388.01,8136.36,8.3964,393,39.03,23.3964,0
642.36,1582.83,1396.23,553.95,2388.02,9054.08,47.14,521.93,2388.07,8138.6,8.425,392,38.98,23.3147,0
641.96,1590.13,1403.0,554.07,2388.01,9051.88,47.21,522.02,2387.98,8139.74,8.4361,392,39.11,23.493,0
642.54,1583.78,1401.14,554.8,2388.0,9055.11,47.09,522.27,2387.96,8135.51,8.4064,392,39.0,23.3403,0
642.37,1590.35,1394.27,554.19,2388.04,9056.42,47.07,522.42,2388.1,8136.87,8.4129,391,38.95,23.3266,0
642.49,1590.06,1402.02,554.42,2388.0,9058.86,47.33,521.66,2388.0,8140.86,8.42,393,39.11,23.4632,0
641.99,1590.02,1396.88,554.16,2388.02,9059.07,47.23,521.84,2388.02,8136.31,8.4424,393,38.88,23.2796,0
642.63,1586.68,1396.96,554.29,2387.98,9063.45,47.24,522.44,2388.06,8140.14,8.3929,392,38.95,23.3431,0
642.62,1583.63,1402.28,553.96,2388.04,9054.39,47.36,522.43,2388.04,8137.91,8.3961,394,38.75,23.4414,0
642.3,1579.51,1393.42,554.91,2388.04,9065.09,47.25,522.52,2388.07,8140.06,8.4316,392,39.08,23.3275,0
642.14,1589.38,1402.89,553.66,2388.02,9057.43,47.35,522.25,2388.1,8140.75,8.4,391,38.9,23.3643,0
642.28,1585.72,1402.26,554.28,2388.03,9047.54,47.23,522.04,2388.05,8140.07,8.418,394,38.82,23.4642,0
642.14,1591.91,1399.76,554.37,2388.02,9061.71,47.06,522.02,2388.0,8140.94,8.4055,392,38.94,23.3496,0
642.6,1591.09,1402.13,554.54,2388.04,9055.96,47.22,522.21,2388.01,8146.16,8.4081,392,38.92,23.3725,0
642.64,1586.27,1397.51,554.5,2388.1,9054.0,47.16,522.14,2388.01,8140.6,8.428,393,39.02,23.519,0
641.9,1591.55,1403.52,553.87,2388.05,9053.77,47.47,521.95,2388.06,8142.06,8.4103,390,38.93,23.3372,0
642.3,1588.6,1407.02,553.96,2388.0,9054.9,47.29,522.83,2388.01,8140.13,8.4094,390,38.87,23.4122,0
642.67,1587.52,1395.26,554.63,2387.98,9053.82,47.27,522.46,2387.99,8143.04,8.432,392,38.98,23.4589,0
642.02,1581.98,1395.03,553.94,2387.99,9062.64,47.34,521.93,2388.07,8139.27,8.4086,393,38.9,23.4472,0
641.98,1588.9,1406.27,553.79,2388.03,9056.62,47.14,522.42,2388.02,8134.87,8.4119,392,39.04,23.3906,0
642.31,1584.87,1397.71,553.83,2388.1,9056.13,47.27,522.01,2388.03,8142.52,8.4252,392,39.07,23.3365,0
642.13,1581.23,1394.92,554.32,2388.07,9056.34,47.24,521.95,2388.02,8140.06,8.4511,392,39.07,23.4178,0
642.32,1587.87,1402.81,554.72,2388.04,9055.5,47.19,521.96,2388.04,8139.44,8.3896,392,38.81,23.376,0
642.28,1584.59,1399.46,554.61,2388.01,9062.14,47.27,522.4,2388.01,8145.75,8.4011,391,38.91,23.4353,0
642.21,1587.73,1394.53,555.04,2388.01,9058.48,47.36,522.0,2388.08,8136.28,8.4309,393,38.9,23.4063,0
642.5,1579.9,1406.52,553.79,2388.03,9056.15,47.27,522.05,2388.02,8143.93,8.4019,393,38.8,23.377,0
642.28,1586.62,1392.54,554.16,2388.06,9053.68,47.4,521.67,2388.03,8141.03,8.3803,391,38.93,23.3845,0
642.49,1590.06,1401.55,553.82,2388.03,9066.05,47.37,522.69,2388.04,8140.08,8.3802,393,39.0,23.4192,0
642.0,1590.45,1399.65,554.57,2388.1,9064.05,47.13,522.31,2388.07,8139.91,8.3985,393,39.07,23.4773,0
642.27,1580.91,1399.41,554.73,2388.07,9058.76,47.26,522.64,2388.01,8138.8,8.3783,391,39.1,23.3214,0
642.27,1590.02,1396.72,553.26,2387.97,9061.97,47.37,522.37,2388.09,8146.13,8.4231,391,39.02,23.4415,0
642.57,1585.26,1396.62,553.93,2387.97,9052.23,47.15,522.39,2388.0,8143.23,8.3793,394,39.08,23.3933,0
642.18,1592.33,1399.72,554.17,2387.99,9057.7,47.21,521.93,2388.01,8148.94,8.3785,391,38.81,23.4207,0
642.17,1590.1,1391.22,554.21,2388.01,9059.87,47.43,522.14,2388.04,8138.83,8.4374,392,39.21,23.4053,0
642.63,1582.95,1391.29,554.04,2388.05,9054.54,47.37,522.36,2388.07,8136.68,8.3999,392,39.01,23.4675,0
642.54,1584.52,1399.14,553.76,2388.0,9061.16,47.2,521.84,2387.98,8138.66,8.3729,393,39.18,23.3392,0
642.22,1589.45,1401.8,554.11,2388.02,9064.9,47.35,521.73,2388.04,8145.28,8.4027,393,38.98,23.4464,0
642.08,1577.94,1397.09,554.33,2388.04,9065.4,47.2,521.78,2388.0,8145.89,8.4318,392,38.99,23.3886,0
642.03,1582.25,1400.27,554.89,2388.05,9060.08,47.47,522.13,2388.02,8144.14,8.4058,392,38.84,23.4434,0
642.29,1588.99,1399.08,553.72,2388.08,9063.96,47.27,521.55,2388.02,8145.25,8.4061,392,38.86,23.4561,0
642.15,1582.3,1410.69,554.1,2388.04,9071.59,47.22,522.05,2387.94,8143.55,8.4245,393,38.85,23.2986,0
642.35,1582.34,1402.35,553.79,2388.04,9058.95,47.49,522.06,2387.99,8140.54,8.4309,392,39.12,23.4008,0
641.68,1592.75,1398.02,554.43,2388.03,9063.51,47.35,522.05,2388.03,8138.85,8.4613,391,38.98,23.4447,0
642.76,1582.4,1402.7,553.71,2388.02,9062.42,47.34,522.31,2388.06,8144.46,8.4059,393,38.9,23.316,0
642.83,1584.81,1405.57,553.81,2388.0,9059.84,47.27,521.99,2388.06,8143.01,8.411,391,38.94,23.3843,0
642.5,1586.47,1397.49,554.58,2388.09,9059.05,47.35,522.04,2388.07,8144.54,8.401,393,38.78,23.3174,0
642.33,1591.74,1404.35,553.94,2388.05,9059.65,47.2,522.32,2388.02,8149.43,8.4334,392,38.92,23.3691,0
642.07,1596.07,1403.9,554.18,2387.98,9065.39,47.5,521.42,2388.02,8146.8,8.4018,391,38.93,23.4796,0
641.9,1587.99,1403.67,554.4,2388.06,9058.43,47.31,522.5,2388.04,8135.78,8.4358,392,39.05,23.3785,0
641.8,1587.67,1405.37,554.2,2388.08,9059.25,47.44,521.73,2388.03,8139.06,8.4153,393,39.12,23.4503,0
642.21,1583.75,1408.11,554.25,2388.05,9068.46,47.44,522.02,2388.01,8148.41,8.4113,392,38.81,23.2457,0
642.8,1582.18,1401.0,554.51,2388.03,9065.13,47.43,521.67,2388.04,8141.82,8.3722,394,38.88,23.2947,0
642.17,1586.67,1399.84,553.74,2388.05,9060.72,47.21,521.98,2388.03,8144.99,8.4119,392,39.05,23.2464,0
642.24,1588.51,1398.91,553.87,2387.96,9051.26,47.35,522.24,2388.05,8151.74,8.4148,392,39.08,23.4255,0
642.11,1583.51,1398.47,554.27,2388.04,9058.57,47.3,522.17,2388.05,8141.1,8.4236,392,38.83,23.4041,0
642.29,1581.62,1399.55,554.49,2388.05,9057.11,47.39,521.41,2388.0,8141.82,8.4271,393,39.02,23.3433,0
642.46,1579.85,1411.41,553.13,2388.06,9069.31,47.25,521.79,2388.09,8147.74,8.3899,392,38.74,23.4338,0
642.63,1589.76,1403.08,554.57,2388.06,9064.12,47.36,521.77,2388.06,8141.01,8.4094,393,38.91,23.2903,0
642.03,1585.65,1399.82,554.85,2388.08,9077.75,47.36,521.57,2388.0,8140.73,8.4335,393,38.97,23.5463,0
641.71,1584.31,1403.68,553.76,2388.08,9071.44,47.27,521.84,2388.05,8147.34,8.4173,392,38.83,23.2449,0
642.78,1578.23,1404.53,555.17,2388.06,9067.55,47.36,521.85,2388.08,8142.0,8.4331,392,38.97,23.375,0
641.96,1583.02,1405.9,554.16,2388.0,9068.8,47.42,521.91,2388.12,8149.41,8.428,393,39.09,23.1994,0
642.52,1588.37,1401.7,554.5,2388.06,9059.87,47.26,521.56,2387.98,8146.7,8.4184,394,39.03,23.3892,0
642.05,1587.16,1402.05,553.79,2388.0,9066.81,47.45,521.74,2388.04,8145.85,8.4207,394,38.89,23.3066,0
642.96,1583.17,1406.78,554.77,2388.03,9063.2,47.35,522.57,2388.0,8146.16,8.4112,392,39.14,23.4088,0
642.21,1589.4,1399.7,554.32,2387.97,9072.83,47.44,521.55,2387.98,8144.46,8.458,393,38.81,23.3783,0
642.61,1584.22,1401.62,554.28,2388.03,9072.16,47.38,522.12,2388.04,8149.35,8.454,392,38.79,23.3179,0
642.48,1587.0,1409.25,554.24,2388.06,9066.6,47.46,521.02,2388.07,8143.43,8.4027,393,38.78,23.3262,0
