s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21,target
642.66,1584.44,1409.35,553.2,2388.03,9086.45,47.34,522.37,2388.07,8163.64,8.4191,392,38.97,23.4428,0
642.86,1587.56,1405.24,553.78,2388.03,9084.09,47.28,521.66,2388.02,8164.33,8.4636,392,39.05,23.3233,0
642.49,1587.17,1406.17,553.12,2388.01,9083.98,47.52,521.43,2388.05,8170.37,8.4014,392,38.82,23.4176,0
642.08,1585.16,1409.3,553.97,2388.05,9089.52,47.35,521.98,2388.01,8168.53,8.411,391,38.94,23.4587,0
642.5,1589.35,1401.06,553.56,2387.98,9086.56,47.26,521.97,2388.0,8167.86,8.418,393,39.04,23.4108,0
642.68,1592.85,1404.96,553.17,2388.05,9084.13,47.16,522.24,2388.07,8168.34,8.4462,394,38.92,23.3621,0
642.45,1585.34,1409.34,554.09,2388.01,9095.61,47.58,521.94,2388.01,8168.07,8.4095,391,38.94,23.3949,0
642.68,1592.47,1400.53,553.14,2388.04,9089.56,47.56,521.34,2388.03,8167.74,8.4191,393,38.89,23.2989,0
642.32,1593.92,1408.5,553.54,2388.04,9094.46,47.66,521.9,2388.04,8172.37,8.4501,394,38.83,23.3885,0
642.91,1589.26,1408.95,553.62,2388.03,9096.54,47.62,521.92,2387.99,8166.97,8.4786,394,38.84,23.3049,0
642.03,1591.37,1406.81,553.69,2388.04,9092.98,47.48,522.17,2388.03,8173.34,8.4485,393,38.85,23.3004,0
642.52,1587.28,1399.82,553.39,2388.04,9091.33,47.44,521.62,2388.03,8173.69,8.4002,393,38.8,23.3837,0
642.46,1589.84,1409.99,553.75,2388.05,9094.97,47.52,522.06,2388.05,8170.11,8.4536,393,38.89,23.3509,0
642.68,1584.55,1406.73,553.7,2387.99,9097.78,47.45,521.51,2388.04,8167.16,8.4205,394,38.92,23.3002,0
642.74,1590.54,1403.76,554.45,2388.09,9092.99,47.42,522.15,2388.01,8178.5,8.4336,395,38.9,23.2789,0
642.44,1588.17,1396.25,554.06,2388.05,9095.39,47.66,521.53,2388.03,8173.61,8.4381,394,38.89,23.4518,0
641.75,1592.56,1398.84,553.36,2388.01,9101.97,47.44,521.65,2388.06,8179.16,8.4567,393,39.06,23.2508,0
642.93,1589.76,1407.48,553.83,2388.08,9099.85,47.46,521.56,2388.02,8174.3,8.4342,394,38.85,23.2648,0
642.32,1597.86,1407.14,553.88,2388.0,9103.18,47.48,521.47,2387.99,8176.7,8.4579,394,38.76,23.3425,0
642.82,1579.3,1415.57,553.64,2388.01,9106.23,47.46,521.53,2388.03,8178.21,8.4547,394,38.96,23.1606,0
642.46,1588.51,1404.86,553.33,2388.03,9104.63,47.45,521.58,2388.05,8178.43,8.4626,393,38.71,23.2917,0
641.96,1596.72,1403.51,553.57,2388.07,9106.43,47.61,521.52,2388.05,8176.5,8.4905,392,39.01,23.2769,0
642.96,1601.29,1405.87,553.66,2388.02,9103.06,47.47,521.08,2388.0,8184.0,8.4372,394,38.85,23.2722,0
643.16,1593.89,1403.24,553.06,2388.07,9109.78,47.51,521.37,2388.08,8179.52,8.4666,393,38.84,23.3597,0
642.21,1589.58,1407.52,553.58,2388.01,9107.7,47.41,522.05,2388.06,8182.78,8.4403,395,38.77,23.2359,0
642.71,1593.21,1406.15,554.28,2388.05,9107.04,47.55,521.31,2388.0,8183.83,8.4203,394,38.74,23.2732,0
643.56,1595.78,1407.61,553.92,2388.05,9115.93,47.6,521.18,2388.03,8188.23,8.4469,394,39.03,23.2962,0
642.33,1598.41,1409.12,552.91,2388.05,9114.58,47.47,521.61,2388.03,8180.99,8.4387,395,38.64,23.2877,0
642.83,1586.89,1414.64,553.34,2387.99,9117.72,47.66,521.67,2388.04,8183.97,8.4495,394,38.67,23.3769,0
643.12,1591.34,1410.71,552.86,2388.03,9117.46,47.64,521.68,2388.05,8190.41,8.4233,393,38.89,23.1283,0
642.31,1594.91,1408.81,554.33,2388.06,9111.76,47.6,521.63,2388.01,8187.24,8.4776,393,38.86,23.2156,0
642.52,1591.79,1418.17,553.21,2388.05,9121.62,47.76,521.31,2388.04,8191.27,8.4526,393,38.89,23.2202,0
642.77,1588.85,1409.98,552.94,2388.06,9113.29,47.56,521.3,2388.03,8191.05,8.4415,393,38.75,23.357,0
642.96,1589.58,1415.05,552.97,2388.04,9120.25,47.74,521.9,2388.04,8196.4,8.4675,394,38.64,23.2335,0
643.31,1597.04,1409.69,553.48,2388.0,9117.34,47.73,521.96,2388.02,8194.56,8.4508,394,38.97,23.1857,0
643.08,1597.09,1410.26,553.08,2388.05,9121.68,47.51,521.8,2388.08,8195.04,8.4578,394,38.69,23.3193,0
642.83,1592.11,1417.63,553.45,2388.04,9130.13,47.7,521.1,2388.01,8197.25,8.446,393,38.81,23.2667,0
642.93,1598.06,1400.51,552.85,2388.1,9121.4,47.66,521.77,2388.02,8197.65,8.4286,392,38.64,23.3238,0
642.78,1595.94,1409.73,552.87,2388.03,9126.85,47.77,521.21,2388.07,8199.15,8.4838,395,38.8,23.2288,0
642.34,1597.02,1411.39,553.12,2388.12,9133.34,47.85,521.9,2388.07,8205.06,8.4553,394,38.66,23.2073,0
643.03,1595.78,1415.91,553.18,2388.1,9137.66,47.57,521.32,2388.1,8205.82,8.4388,395,38.63,23.1911,0
642.7,1591.53,1409.21,553.29,2388.13,9132.81,47.54,521.34,2388.12,8202.95,8.4708,394,38.74,23.2806,0
642.92,1599.34,1415.84,552.82,2388.07,9138.13,47.81,521.07,2388.1,8209.2,8.4581,393,38.88,23.258,0
643.26,1593.75,1409.07,552.89,2388.08,9131.12,47.74,521.5,2388.09,8204.71,8.4655,395,38.75,23.1495,0
643.07,1602.68,1410.5,553.0,2388.08,9146.54,47.59,521.5,2388.05,8217.06,8.4807,395,38.49,23.2327,0
642.51,1594.43,1418.36,552.54,2388.03,9133.11,47.8,521.04,2388.07,8206.82,8.4896,393,38.65,23.2054,0
643.23,1599.69,1414.71,553.03,2388.06,9147.11,47.74,520.81,2388.13,8208.87,8.5072,396,38.6,23.096,0
643.11,1603.6,1422.45,552.26,2388.08,9149.61,47.76,520.66,2388.08,8218.51,8.4968,395,38.52,23.152,0
643.39,1592.95,1419.44,552.38,2388.11,9153.31,47.73,520.91,2388.1,8216.76,8.4954,396,38.63,23.1945,0
643.22,1601.42,1416.52,552.4,2388.16,9153.75,47.83,520.88,2388.11,8217.85,8.456,393,38.51,23.1537,0
643.59,1602.87,1422.64,553.12,2388.07,9149.6,47.69,520.89,2388.05,8220.49,8.499,395,38.42,23.1438,0
643.24,1598.93,1424.94,552.56,2388.16,9159.03,47.69,520.79,2388.1,8224.85,8.4997,396,38.81,23.0799,0
643.47,1602.4,1425.75,552.38,2388.09,9163.03,47.69,520.92,2388.12,8230.84,8.493,395,38.71,23.1791,0
643.19,1599.54,1427.61,551.93,2388.18,9172.44,47.97,520.97,2388.09,8226.85,8.494,395,38.66,23.1539,0
642.76,1591.99,1427.79,552.71,2388.1,9168.79,47.97,520.51,2388.13,8231.67,8.4862,398,38.53,23.1049,0
643.59,1596.45,1420.6,552.5,2388.15,9175.36,47.9,520.56,2388.09,8231.75,8.4952,394,38.8,23.0097,0
643.18,1593.87,1420.64,552.43,2388.15,9169.22,47.88,520.84,2388.1,8230.69,8.5178,396,38.7,23.1532,1
643.64,1596.75,1428.16,551.91,2388.12,9177.7,47.88,520.63,2388.14,8239.17,8.4865,396,38.46,23.1719,1
643.4,1602.48,1426.24,552.48,2388.12,9183.06,47.92,520.03,2388.12,8236.0,8.4865,396,38.74,23.1024,1
643.59,1607.09,1416.6,552.48,2388.13,9185.97,47.94,520.83,2388.08,8247.28,8.5087,396,38.36,23.1516,1
644.08,1607.74,1426.26,552.35,2388.12,9182.21,48.08,520.81,2388.13,8246.23,8.534,398,38.44,23.1126,1
643.61,1604.53,1426.18,551.9,2388.19,9184.89,48.17,521.06,2388.13,8246.71,8.5333,397,38.44,23.0434,1
643.11,1608.87,1434.28,551.51,2388.13,9192.8,48.17,520.66,2388.13,8246.16,8.5255,396,38.46,23.0639,1
643.61,1605.0,1426.94,552.46,2388.16,9192.88,48.04,520.73,2388.12,8258.32,8.523,396,38.35,23.0294,1
643.66,1601.47,1426.74,551.85,2388.13,9199.74,48.22,520.16,2388.19,8255.68,8.5338,396,38.5,23.2379,1
643.48,1596.98,1425.66,552.05,2388.12,9200.05,48.18,520.43,2388.11,8262.35,8.5441,398,38.49,23.0412,1
643.73,1601.66,1427.73,551.57,2388.16,9215.59,48.3,520.01,2388.16,8267.9,8.5222,399,38.56,23.0292,2
642.14,1581.34,1392.65,554.79,2388.06,9057.43,47.14,522.26,2388.03,8148.42,8.3915,391,39.13,23.3768,0
641.75,1575.29,1393.01,555.09,2388.02,9060.87,47.07,522.67,2387.98,8142.31,8.3902,392,39.19,23.3193,0
641.9,1588.37,1391.04,554.56,2387.98,9058.42,47.19,522.54,2388.0,8139.69,8.4149,392,39.01,23.4293,0
642.1,1585.82,1402.48,554.83,2387.94,9060.87,47.13,522.05,2387.98,8136.5,8.417,390,39.07,23.5193,0
642.17,1581.64,1398.62,554.11,2388.01,9059.64,47.27,523.26,2388.03,8138.35,8.3773,391,39.01,23.4225,0
641.74,1582.15,1394.59,554.83,2387.98,9052.49,47.2,522.1,2387.96,8141.27,8.3935,392,38.96,23.4529,0
641.61,1583.91,1396.79,554.36,2387.96,9058.53,47.16,522.99,2388.0,8138.93,8.3746,391,39.14,23.5112,0
641.92,1587.53,1394.05,554.41,2388.01,9060.14,47.05,522.27,2388.04,8140.46,8.3976,392,38.97,23.3613,0
641.84,1586.99,1394.23,554.33,2388.03,9049.92,47.14,523.13,2388.04,8142.5,8.3922,391,38.89,23.4499,0
641.9,1583.41,1400.16,554.89,2387.97,9056.86,47.26,522.64,2388.01,8141.67,8.415,389,39.06,23.457,0
642.06,1577.5,1390.48,554.9,2388.03,9057.84,47.21,522.97,2387.95,8141.79,8.4285,389,39.0,23.3848,0
641.44,1586.47,1402.08,555.43,2388.0,9059.03,47.23,522.71,2388.0,8136.47,8.3646,391,38.91,23.4495,0
641.59,1585.37,1400.84,554.47,2387.97,9062.9,47.16,522.5,2387.98,8141.69,8.3705,390,39.19,23.4149,0
641.48,1579.72,1399.07,554.98,2388.02,9052.32,47.35,522.51,2388.01,8146.92,8.3918,392,39.07,23.4627,0
642.28,1579.22,1394.18,554.8,2387.97,9054.15,47.15,522.2,2387.96,8140.48,8.3812,392,39.18,23.4554,0
642.15,1586.81,1396.95,554.0,2388.0,9052.07,47.14,522.28,2387.96,8135.33,8.3677,391,39.06,23.3728,0
641.68,1586.2,1402.79,554.54,2388.03,9056.2,47.2,522.77,2388.0,8141.61,8.3667,392,39.06,23.38,0
641.71,1579.52,1392.34,554.82,2387.99,9055.04,47.04,522.14,2388.02,8143.73,8.3917,392,39.22,23.3965,0
641.95,1587.74,1394.18,554.36,2388.02,9057.11,47.27,521.96,2387.96,8142.36,8.4354,390,38.87,23.4891,0
641.4,1576.76,1393.19,554.74,2387.99,9051.66,47.06,522.4,2387.98,8139.69,8.3693,391,39.05,23.3995,0
642.02,1581.28,1402.91,554.24,2387.98,9051.41,47.17,522.51,2387.96,8144.29,8.3994,391,39.25,23.4367,0
642.23,1574.41,1393.37,555.14,2388.02,9050.46,47.14,522.48,2387.97,8142.05,8.4349,391,39.05,23.3847,0
642.51,1574.29,1393.39,554.37,2388.02,9054.8,47.12,521.89,2387.98,8139.48,8.3942,392,39.05,23.4757,0
642.0,1574.48,1396.04,554.45,2388.06,9052.53,47.21,521.98,2388.01,8142.6,8.3923,392,39.14,23.3609,0
641.67,1582.77,1395.44,554.86,2388.05,9057.96,47.19,522.75,2387.93,8146.07,8.4012,390,38.98,23.4034,0
642.4,1588.21,1396.89,555.04,2387.96,9055.87,46.96,522.71,2388.0,8143.49,8.3905,392,38.89,23.4299,0
642.42,1585.72,1394.2,554.73,2387.96,9056.31,47.22,522.37,2387.98,8142.22,8.3826,392,39.06,23.4823,0
641.89,1579.42,1390.05,554.89,2387.95,9052.98,47.3,522.22,2387.97,8140.14,8.3948,391,38.99,23.3742,0
641.44,1583.51,1391.57,554.38,2388.02,9054.88,47.23,522.19,2388.0,8144.59,8.3759,392,38.95,23.4044,0
642.66,1581.19,1396.1,554.3,2388.01,9057.6,47.19,522.66,2387.97,8132.9,8.3877,391,39.08,23.4738,0
642.08,1588.61,1404.23,555.42,2388.02,9061.33,47.15,522.03,2388.02,8141.55,8.3838,392,39.02,23.4852,0
641.85,1581.98,1395.81,554.53,2387.97,9060.29,47.17,522.63,2388.0,8138.65,8.3695,393,38.96,23.3222,0
642.09,1588.28,1394.41,554.19,2388.04,9055.49,47.0,522.3,2388.04,8137.79,8.409,391,38.98,23.5983,0
642.34,1582.52,1395.08,555.06,2387.98,9061.08,47.18,522.36,2388.02,8135.78,8.4052,391,39.2,23.3595,0
641.85,1579.33,1403.7,554.68,2388.0,9050.57,47.19,522.24,2388.03,8137.74,8.3686,392,39.0,23.589,0
642.08,1585.29,1404.18,554.8,2388.01,9056.88,47.03,522.06,2388.03,8137.92,8.3871,394,39.09,23.4358,0
642.07,1586.19,1387.57,554.73,2388.02,9056.23,47.19,522.51,2387.98,8142.17,8.4121,392,39.08,23.4848,0
641.96,1580.04,1398.55,554.29,2387.98,9064.48,47.2,522.57,2388.03,8144.67,8.3755,391,38.84,23.4304,0
642.37,1582.58,1392.91,555.03,2388.0,9061.78,47.08,522.6,2387.98,8138.96,8.4115,393,38.98,23.3607,0
642.49,1586.32,1399.36,554.43,2387.97,9056.4,47.17,522.22,2388.01,8136.25,8.365,391,39.24,23.5138,0
641.99,1583.08,1399.77,554.77,2388.01,9052.81,47.22,522.19,2388.02,8141.87,8.3764,393,39.11,23.3739,0
641.93,1583.14,1389.57,554.67,2387.97,9057.99,47.22,522.29,2387.98,8138.53,8.3904,390,39.08,23.3547,0
641.53,1579.94,1401.71,554.6,2387.96,9053.36,46.94,522.14,2388.01,8141.79,8.3782,392,39.16,23.4345,0
641.67,1577.62,1398.59,555.28,2387.98,9061.9,47.14,522.79,2387.96,8143.68,8.3839,391,38.93,23.4667,0
642.5,1587.19,1395.09,554.34,2387.95,9056.12,47.3,522.44,2388.01,8140.67,8.377,393,39.07,23.4351,0
641.93,1582.5,1395.53,554.79,2387.97,9059.73,47.24,522.78,2387.97,8140.61,8.3772,392,38.97,23.3752,0
642.18,1584.91,1398.54,554.36,2388.01,9058.53,47.21,522.5,2387.98,8135.87,8.4357,392,39.04,23.3992,0
642.25,1585.17,1397.54,554.74,2388.02,9054.83,47.22,521.97,2387.96,8142.91,8.3992,391,38.92,23.4389,0
642.19,1582.04,1391.8,554.22,2387.99,9059.91,47.16,522.35,2387.97,8143.45,8.3358,393,39.06,23.5087,0
641.72,1574.96,1385.75,555.05,2387.99,9055.7,47.16,522.59,2387.98,8141.17,8.3635,392,39.25,23.5316,0
641.7,1594.67,1404.76,554.24,2387.99,9065.89,47.42,522.22,2388.0,8138.58,8.3682,392,39.15,23.4456,0
641.94,1580.01,1392.51,554.95,2387.94,9058.29,47.04,522.34,2388.01,8135.22,8.395,391,39.1,23.4812,0
641.58,1583.06,1398.35,553.93,2388.0,9061.29,47.24,522.59,2387.93,8138.0,8.4019,391,39.27,23.568,0
641.78,1585.71,1401.01,555.61,2388.01,9058.28,47.04,522.14,2388.01,8138.11,8.3638,392,39.16,23.3596,0
642.04,1586.25,1403.62,555.16,2388.03,9046.49,47.23,522.2,2388.0,8142.09,8.3972,391,38.86,23.4464,0
642.11,1589.2,1392.13,554.53,2388.0,9053.15,47.05,521.9,2388.0,8140.87,8.3725,392,39.14,23.3578,0
642.27,1578.93,1397.44,554.08,2388.0,9051.83,47.33,522.64,2388.02,8136.81,8.3954,391,39.15,23.3916,0
642.88,1583.75,1401.54,554.8,2388.0,9053.97,47.02,523.1,2387.99,8135.57,8.383,392,39.06,23.373,0
642.9,1588.17,1401.25,554.63,2388.06,9055.86,47.16,522.54,2388.03,8137.3,8.3967,390,39.14,23.57,0
642.12,1583.78,1391.6,553.69,2387.97,9058.75,46.99,522.5,2388.0,8141.46,8.404,392,39.13,23.343,0
642.0,1584.32,1398.63,554.7,2388.0,9053.82,47.33,522.16,2387.97,8139.06,8.3777,391,39.01,23.3902,0
642.4,1579.6,1399.79,554.61,2387.99,9056.63,47.28,522.36,2387.99,8143.63,8.419,390,39.02,23.4534,0
642.05,1580.13,1398.63,554.9,2388.02,9049.92,47.13,522.79,2388.04,8142.59,8.4112,391,39.07,23.2978,0
642.17,1585.25,1400.82,554.36,2387.99,9052.07,47.06,522.44,2388.02,8138.03,8.4182,390,39.0,23.4278,0
642.17,1589.25,1403.86,554.26,2387.99,9057.82,46.98,522.26,2387.98,8144.51,8.3678,392,38.97,23.509,0
642.04,1585.17,1400.96,554.76,2388.04,9057.74,47.01,522.71,2387.93,8144.42,8.3699,391,39.04,23.5411,0
642.34,1586.44,1391.0,554.21,2387.99,9059.87,47.12,522.37,2388.01,8143.53,8.4272,392,38.88,23.5438,0
642.21,1585.09,1406.37,554.73,2388.06,9058.64,47.14,522.6,2387.99,8135.54,8.3898,392,38.95,23.4516,0
641.7,1588.53,1399.53,554.48,2387.98,9054.29,47.15,522.46,2388.01,8136.8,8.4053,393,39.09,23.4635,0
641.79,1580.23,1401.46,554.09,2388.02,9057.11,47.24,522.3,2388.02,8137.4,8.3963,391,39.08,23.3959,0
642.33,1581.85,1396.95,554.82,2388.02,9053.58,47.13,522.33,2388.0,8139.77,8.4167,390,39.02,23.3773,0
641.86,1589.41,1399.05,554.46,2388.01,9048.72,47.23,522.36,2387.98,8139.07,8.3793,392,38.88,23.3688,0
642.32,1573.82,1396.44,554.18,2388.0,9062.38,47.14,522.55,2388.05,8136.05,8.3865,392,39.04,23.4521,0
642.29,1581.43,1394.97,554.28,2388.02,9055.04,47.13,522.49,2388.0,8139.99,8.3915,392,39.15,23.3728,0
641.97,1580.89,1405.61,554.39,2388.01,9065.72,47.25,522.64,2388.07,8140.01,8.4434,393,38.93,23.4276,0
641.82,1579.26,1405.68,554.82,2388.04,9055.91,47.19,522.2,2388.0,8142.69,8.412,391,38.86,23.4263,0
641.83,1583.73,1401.13,554.81,2388.01,9053.4,47.09,522.24,2388.06,8143.09,8.3813,391,39.12,23.3556,0
641.99,1581.62,1398.8,554.72,2387.98,9050.51,47.21,522.4,2388.01,8137.39,8.3901,391,38.98,23.4213,0
642.23,1583.46,1398.63,554.85,2388.01,9056.29,47.02,523.35,2388.03,8137.22,8.4212,392,39.0,23.4195,0
642.2,1586.95,1399.96,554.64,2387.96,9048.07,47.18,522.68,2388.03,8142.33,8.4271,392,39.11,23.4543,0
642.45,1580.7,1394.18,554.24,2387.99,9049.22,47.23,522.44,2387.98,8146.72,8.3979,392,39.05,23.5169,0
642.2,1583.65,1397.34,555.22,2388.03,9060.7,47.19,522.22,2388.02,8134.2,8.4391,392,39.19,23.3999,0
641.8,1580.98,1403.28,554.66,2388.07,9058.58,47.22,522.55,2388.05,8137.83,8.4029,391,39.01,23.4903,0
642.63,1580.92,1398.66,553.91,2387.95,9059.87,47.07,522.42,2388.03,8140.42,8.4331,390,38.84,23.3871,0
642.21,1580.18,1393.68,554.94,2388.02,9060.01,47.23,523.14,2388.04,8143.72,8.4168,392,38.92,23.404,0
642.5,1581.47,1398.62,553.98,2388.08,9058.43,47.29,522.58,2388.04,8141.51,8.4162,391,39.13,23.4474,0
642.24,1584.41,1395.95,555.2,2388.03,9058.8,47.08,522.48,2388.05,8145.74,8.4106,393,39.0,23.4547,0
641.48,1589.91,1397.3,554.94,2387.98,9058.09,47.17,522.45,2387.99,8142.06,8.4053,393,39.2,23.3896,0
642.4,1584.59,1391.17,554.65,2388.02,9059.4,46.99,522.5,2387.95,8142.46,8.4247,391,38.96,23.3683,0
641.81,1587.4,1389.61,554.02,2388.02,9061.59,47.17,521.98,2388.04,8142.3,8.4267,391,39.04,23.404,0
641.96,1576.72,1402.93,553.73,2388.04,9058.51,47.1,522.24,2388.0,8139.8,8.4156,392,39.11,23.4551,0
642.1,1588.12,1404.8,554.39,2388.0,9055.51,47.14,522.14,2388.07,8138.23,8.3919,391,38.95,23.4562,0
642.19,1581.37,1396.29,554.49,2387.99,9052.16,47.05,522.58,2388.04,8141.13,8.4094,390,38.95,23.3471,0
642.23,1588.32,1393.16,554.22,2388.04,9048.25,47.29,522.19,2388.03,8145.06,8.4011,392,38.96,23.4008,0
642.66,1582.4,1395.74,554.64,2387.99,9055.51,47.18,521.97,2388.05,8140.98,8.3707,390,39.03,23.3353,0
642.09,1580.45,1394.44,554.26,2387.97,9061.83,47.24,522.14,2387.96,8142.41,8.3875,393,38.98,23.4204,0
642.55,1584.9,1393.5,554.5,2388.03,9058.39,47.17,522.43,2388.01,8136.57,8.4124,393,38.82,23.4637,0
642.38,1587.34,1396.74,554.19,2387.97,9050.81,47.27,522.42,2388.01,8138.53,8.3954,391,38.92,23.4531,0
641.89,1579.71,1390.67,554.24,2387.99,9058.4,47.21,523.25,2387.99,8145.53,8.4141,391,39.01,23.4622,0
641.71,1587.59,1397.27,555.47,2387.99,9059.12,47.16,522.23,2387.98,8142.66,8.3892,391,38.83,23.4803,0
642.17,1576.74,1396.61,554.53,2388.02,9058.74,47.13,522.34,2387.98,8147.0,8.3603,390,38.95,23.3287,0
642.27,1578.39,1402.63,553.86,2388.02,9063.44,47.33,522.36,2388.03,8138.3,8.4233,393,38.97,23.5096,0
642.09,1588.43,1399.05,554.0,2388.01,9048.16,47.23,522.26,2387.99,8137.33,8.4641,392,39.01,23.4173,0
641.69,1582.17,1396.24,554.05,2388.01,9048.77,47.27,522.01,2388.02,8137.93,8.4052,391,39.14,23.4204,0
641.71,1586.15,1396.08,554.65,2388.04,9058.9,47.24,522.24,2388.04,8140.41,8.3937,393,38.87,23.5206,0
642.21,1580.32,1399.22,555.27,2388.03,9055.07,47.21,522.62,2388.02,8137.88,8.3904,391,39.04,23.5429,0
642.23,1584.57,1397.36,554.64,2387.99,9053.56,47.14,522.31,2388.01,8141.49,8.3913,393,39.13,23.3586,0
642.46,1586.17,1395.52,554.29,2388.01,9064.02,47.28,522.11,2388.07,8136.93,8.3885,392,38.98,23.4238,0
642.21,1579.08,1405.52,554.0,2388.02,9054.33,47.17,522.36,2388.03,8143.15,8.4078,392,39.11,23.3178,0
642.03,1584.97,1398.8,554.33,2388.05,9054.02,47.16,522.27,2388.04,8141.76,8.4099,391,38.82,23.4753,0
642.68,1585.88,1398.33,554.89,2387.99,9058.74,47.22,521.9,2388.02,8137.37,8.4225,391,38.96,23.4291,0
642.1,1586.79,1397.48,553.59,2388.0,9051.8,47.29,522.71,2388.02,8141.08,8.3792,391,39.01,23.4162,0
642.23,1590.73,1400.2,553.91,2388.07,9061.09,47.3,522.55,2388.09,8142.74,8.3896,392,39.11,23.3666,0
642.53,1583.99,1404.63,554.07,2388.04,9058.62,47.23,522.23,2388.02,8136.92,8.404,392,39.12,23.4761,0
642.02,1586.69,1391.32,555.03,2388.01,9052.95,47.25,522.14,2388.01,8140.74,8.41,391,38.92,23.4171,0
642.09,1582.97,1402.48,554.5,2388.07,9049.61,47.29,522.7,2388.09,8143.4,8.408,391,39.11,23.4981,0
641.93,1582.2,1400.07,555.3,2387.97,9055.58,47.22,521.54,2388.06,8138.86,8.3721,392,38.82,23.4648,0
642.44,1588.37,1400.4,553.84,2388.05,9056.83,47.28,522.3,2388.02,8133.74,8.4214,392,38.73,23.4083,0
642.6,1587.46,1404.58,554.24,2388.02,9057.79,47.17,522.19,2387.99,8140.18,8.3813,390,38.84,23.4095,0
642.53,1582.61,1398.25,554.34,2388.02,9059.52,47.03,522.05,2388.0,8141.0,8.4062,391,39.0,23.3931,0
641.92,1581.7,1398.31,554.13,2388.04,9052.34,47.19,521.81,2387.99,8132.13,8.4206,392,38.91,23.5486,0
642.21,1586.89,1402.74,554.28,2388.0,9058.05,47.18,522.12,2388.08,8138.59,8.3661,392,39.17,23.3629,0
642.31,1580.94,1404.1,554.77,2388.04,9057.58,47.26,522.15,2387.98,8138.68,8.4106,392,38.83,23.4446,0
642.62,1585.86,1408.17,554.55,2388.0,9055.36,47.38,522.63,2388.02,8137.69,8.4078,391,38.89,23.3104,0
641.7,1583.17,1400.51,554.99,2387.98,9060.36,47.3,522.67,2388.02,8141.99,8.3791,393,38.98,23.37,0
642.36,1586.63,1398.19,554.98,2388.05,9054.95,47.08,522.1,2388.08,8143.91,8.4049,390,39.09,23.4135,0
642.12,1583.01,1401.14,554.68,2387.96,9057.52,47.1,521.83,2387.98,8140.37,8.4024,390,38.89,23.3758,0
641.85,1576.1,1394.97,553.95,2388.03,9064.5,47.17,522.0,2388.05,8133.27,8.4235,393,38.85,23.2669,0
642.48,1581.43,1404.65,553.87,2388.02,9051.11,47.13,522.36,2388.04,8140.6,8.4088,390,38.93,23.4364,0
641.72,1586.5,1395.41,553.84,2388.08,9055.54,47.25,522.83,2388.03,8142.34,8.3911,391,39.01,23.4755,0
